,SO2,NO,NO2,O3,VEL,DIR,TEM,HUM,PRE,RAD,LLU,PM10,date,estacion
900,1.28,0.22,0.97,74.9,2.6,192.71,15.99,63.59,903.98,297.6,0.0,35.0,31-10-2024 13:40 ,13
901,1.32,0.32,0.98,74.17,2.24,193.67,16.93,61.3,903.92,523.33,0.0,35.0,31-10-2024 13:50 ,13
902,1.42,0.3,0.86,75.81,2.43,192.67,17.11,58.04,904.0,405.22,0.0,35.0,31-10-2024 14:00 ,13
903,1.24,0.16,0.7,74.59,2.35,183.45,16.68,58.0,903.65,291.92,0.0,20.0,31-10-2024 14:10 ,13
904,1.14,0.27,0.93,74.27,2.14,188.39,16.83,58.8,903.11,316.1,0.0,20.0,31-10-2024 14:20 ,13
905,1.17,0.3,0.92,75.01,2.19,181.98,16.73,58.52,903.31,242.95,0.0,20.0,31-10-2024 14:30 ,13
906,1.26,0.32,0.94,75.36,2.81,187.24,16.53,59.97,903.28,265.01,0.0,20.0,31-10-2024 14:40 ,13
907,1.14,0.2,0.82,72.04,1.32,183.3,16.24,61.87,903.1,83.51,0.0,20.0,31-10-2024 14:50 ,13
908,1.02,0.2,0.8,72.99,1.59,189.5,15.78,63.49,903.76,46.77,0.0,20.0,31-10-2024 15:00 ,13
909,,,,,,,,,,,,,,13
910,0.17,0.09,1.15,79.66,2.61,135.18,12.06,75.78,911.0,6.31,0.0,0.0,31-10-2024 00:10 ,1
911,0.16,0.09,0.84,81.95,3.94,138.92,12.33,73.26,911.0,6.21,0.0,0.0,31-10-2024 00:20 ,1
912,0.15,0.03,0.85,84.63,3.96,145.47,12.56,71.15,911.0,6.23,0.0,0.0,31-10-2024 00:30 ,1
913,0.15,0.03,0.86,81.59,3.97,145.76,12.4,71.88,911.0,6.49,0.0,0.0,31-10-2024 00:40 ,1
914,0.14,0.15,1.27,76.12,3.87,139.49,11.96,75.01,911.0,6.49,0.0,0.0,31-10-2024 00:50 ,1
915,0.2,0.12,1.32,75.92,3.65,144.28,11.93,76.0,911.0,6.37,0.0,0.0,31-10-2024 01:00 ,1
916,0.19,0.16,1.18,77.06,2.67,155.44,11.97,75.93,911.0,6.33,0.0,0.0,31-10-2024 01:10 ,1
917,0.19,0.16,1.13,77.5,2.64,161.54,11.92,75.74,911.0,6.3,0.0,0.0,31-10-2024 01:20 ,1
918,0.28,0.18,1.28,74.52,2.02,151.55,11.72,77.0,911.0,6.26,0.0,0.0,31-10-2024 01:30 ,1
919,0.21,0.05,1.31,76.39,2.94,150.6,11.82,76.42,911.0,6.28,0.0,0.0,31-10-2024 01:40 ,1
920,0.18,0.05,1.22,74.48,2.06,168.31,11.66,77.0,911.0,6.38,0.0,0.0,31-10-2024 01:50 ,1
921,0.17,0.01,1.33,74.45,1.5,165.09,11.55,77.65,911.0,6.55,0.0,0.0,31-10-2024 02:00 ,1
922,0.14,0.02,1.33,73.56,1.59,149.68,11.49,78.03,911.0,6.28,0.0,0.0,31-10-2024 02:10 ,1
923,0.18,0.1,1.37,73.01,2.39,186.99,11.3,78.51,911.0,6.34,0.0,0.0,31-10-2024 02:20 ,1
924,0.14,0.05,1.21,74.72,2.52,161.87,11.27,79.05,911.0,6.36,0.0,0.0,31-10-2024 02:30 ,1
925,0.2,0.08,1.18,72.11,1.97,146.3,11.1,80.33,911.0,6.35,0.0,0.0,31-10-2024 02:40 ,1
926,0.16,0.03,1.27,69.51,2.0,142.58,10.99,81.0,911.0,6.31,0.0,0.0,31-10-2024 02:50 ,1
927,0.18,0.05,1.39,72.32,1.9,159.39,11.13,80.8,911.0,6.46,0.0,0.0,31-10-2024 03:00 ,1
928,0.23,0.07,1.15,75.09,2.52,155.75,11.43,78.37,911.0,6.25,0.0,0.0,31-10-2024 03:10 ,1
929,0.16,0.04,1.2,72.67,3.08,170.74,11.18,79.37,911.0,6.48,0.0,0.0,31-10-2024 03:20 ,1
930,0.21,0.04,1.22,71.28,1.86,176.39,10.85,81.93,911.0,6.49,0.0,0.0,31-10-2024 03:30 ,1
931,0.26,0.02,1.17,70.69,2.99,159.56,10.67,83.99,911.0,6.76,0.0,0.0,31-10-2024 03:40 ,1
932,0.17,0.02,1.06,72.81,1.95,209.52,10.33,88.32,911.0,6.62,0.0,0.0,31-10-2024 03:50 ,1
933,0.14,0.03,0.92,76.41,2.0,159.97,10.34,90.0,911.0,6.41,0.0,0.0,31-10-2024 04:00 ,1
934,0.24,0.04,0.68,78.95,1.75,171.51,10.38,90.0,911.0,6.43,0.0,0.0,31-10-2024 04:10 ,1
935,0.28,0.02,0.72,79.23,1.5,181.87,10.54,88.41,911.0,6.34,0.0,0.0,31-10-2024 04:20 ,1
936,0.2,0.02,0.81,78.99,2.65,176.59,10.84,84.52,911.0,6.38,0.0,0.0,31-10-2024 04:30 ,1
937,0.2,0.02,0.79,78.22,1.4,197.79,10.82,83.96,911.0,6.42,0.0,0.0,31-10-2024 04:40 ,1
938,0.16,0.04,0.93,76.51,1.92,145.86,10.71,84.0,911.0,6.42,0.0,0.0,31-10-2024 04:50 ,1
939,0.23,0.02,0.87,76.06,2.4,178.72,10.64,83.92,911.0,6.44,0.0,0.0,31-10-2024 05:00 ,1
940,0.16,0.06,0.94,77.8,1.8,193.21,10.6,83.09,911.0,6.56,0.0,0.0,31-10-2024 05:10 ,1
941,0.18,0.11,1.01,74.75,1.94,189.85,10.4,84.13,911.0,6.63,0.0,0.0,31-10-2024 05:20 ,1
942,0.24,0.13,1.05,73.3,0.77,219.87,10.26,85.0,911.0,6.54,0.0,0.0,31-10-2024 05:30 ,1
943,0.15,0.08,0.93,73.29,0.91,218.4,10.4,84.61,911.0,6.39,0.0,0.0,31-10-2024 05:40 ,1
944,0.18,0.03,0.99,73.65,0.46,208.4,10.6,83.45,911.0,6.42,0.0,0.0,31-10-2024 05:50 ,1
945,0.19,0.06,0.93,74.27,0.43,238.78,10.76,83.0,911.0,6.5,0.0,0.0,31-10-2024 06:00 ,1
946,0.14,0.03,0.94,74.68,0.48,214.07,10.9,82.22,912.0,6.45,0.0,0.0,31-10-2024 06:10 ,1
947,0.12,0.06,1.04,73.66,0.52,204.91,10.96,80.79,912.0,6.49,0.0,0.0,31-10-2024 06:20 ,1
948,0.2,0.05,0.99,72.37,0.27,225.85,10.9,80.87,912.0,6.49,0.0,0.0,31-10-2024 06:30 ,1
949,0.2,0.07,0.9,76.2,0.7,237.85,11.02,80.78,912.0,4.63,0.0,0.0,31-10-2024 06:40 ,1
950,0.13,0.1,0.89,77.89,0.78,250.12,11.09,80.02,912.0,2.63,0.0,0.0,31-10-2024 06:50 ,1
951,0.16,0.02,0.85,78.86,0.86,262.95,11.14,80.38,912.0,8.97,0.0,0.0,31-10-2024 07:00 ,1
952,0.12,0.01,2.89,64.62,0.0,342.29,10.55,86.37,912.0,16.17,0.0,0.0,31-10-2024 07:10 ,1
953,0.17,0.05,3.0,61.57,0.03,20.39,10.85,88.08,912.0,35.56,0.0,0.0,31-10-2024 07:20 ,1
954,0.25,0.03,1.91,65.14,0.05,138.66,11.23,86.71,912.0,46.84,0.0,0.0,31-10-2024 07:30 ,1
955,0.2,0.03,1.49,66.61,0.01,161.02,11.4,84.27,912.0,52.35,0.0,0.0,31-10-2024 07:40 ,1
956,0.15,0.08,1.56,59.46,0.0,122.15,11.2,84.67,912.0,43.95,0.0,0.0,31-10-2024 07:50 ,1
957,0.25,0.13,1.5,58.23,0.0,124.52,11.08,86.82,912.0,45.08,0.0,0.0,31-10-2024 08:00 ,1
958,0.22,0.12,1.53,64.9,0.0,322.85,11.03,87.31,912.0,57.58,0.0,0.0,31-10-2024 08:10 ,1
959,0.21,0.17,1.54,62.61,0.27,348.3,11.24,84.54,913.0,90.0,0.0,0.0,31-10-2024 08:20 ,1
960,0.18,0.2,1.85,57.33,0.09,303.13,11.04,86.63,913.0,120.39,0.0,0.0,31-10-2024 08:30 ,1
961,0.16,0.23,2.09,55.82,1.48,287.8,11.04,86.2,913.0,144.42,0.0,0.0,31-10-2024 08:40 ,1
962,0.14,0.14,1.82,63.02,0.56,273.24,11.63,82.45,913.0,152.89,0.0,0.0,31-10-2024 08:50 ,1
963,0.19,0.15,1.75,65.21,0.03,171.37,12.21,79.33,913.0,123.1,0.0,0.0,31-10-2024 09:00 ,1
964,0.19,0.23,2.0,65.98,0.31,91.75,12.17,76.89,913.0,112.0,0.0,0.0,31-10-2024 09:10 ,1
965,0.15,0.2,2.21,65.03,0.01,87.63,12.53,76.74,913.0,157.99,0.0,0.0,31-10-2024 09:20 ,1
966,0.22,0.31,2.16,67.9,0.0,23.92,13.1,75.1,913.0,175.11,0.0,0.0,31-10-2024 09:30 ,1
967,0.2,0.21,2.05,68.72,0.16,4.08,13.72,73.58,913.0,221.55,0.0,0.0,31-10-2024 09:40 ,1
968,0.18,0.33,2.0,66.66,0.51,26.96,14.07,72.9,913.0,236.91,0.0,0.0,31-10-2024 09:50 ,1
969,0.2,0.24,2.26,74.48,2.81,125.16,14.25,68.09,913.0,240.82,0.0,0.0,31-10-2024 10:00 ,1
970,0.18,0.13,0.88,80.11,2.45,129.58,14.16,66.4,913.0,229.0,0.0,0.0,31-10-2024 10:10 ,1
971,0.16,0.13,1.18,77.26,2.46,132.56,14.06,67.29,913.0,182.09,0.0,0.0,31-10-2024 10:20 ,1
972,0.23,0.07,0.93,78.32,2.93,139.4,13.79,66.8,913.0,184.23,0.0,0.0,31-10-2024 10:30 ,1
973,0.14,0.17,0.86,77.65,2.3,130.73,13.84,67.47,913.0,218.46,0.0,0.0,31-10-2024 10:40 ,1
974,0.18,0.19,0.96,79.28,2.51,125.7,14.1,66.65,913.0,249.17,0.0,0.0,31-10-2024 10:50 ,1
975,0.17,0.24,1.34,77.88,2.2,120.72,14.16,66.93,913.0,205.31,0.0,0.0,31-10-2024 11:00 ,1
976,0.23,0.1,1.33,79.14,3.08,128.16,14.11,66.39,913.0,211.17,0.0,0.0,31-10-2024 11:10 ,1
977,0.19,0.06,0.9,79.01,2.93,140.36,14.08,66.24,913.0,201.53,0.0,0.0,31-10-2024 11:20 ,1
978,0.22,0.02,0.78,79.43,3.62,134.37,13.89,66.33,913.0,202.28,0.0,0.0,31-10-2024 11:30 ,1
979,0.23,0.04,0.8,79.79,3.22,139.38,13.9,66.02,913.0,196.28,0.0,0.0,31-10-2024 11:40 ,1
980,0.16,0.01,0.87,79.31,3.38,136.44,14.05,67.12,913.0,232.36,0.0,0.0,31-10-2024 11:50 ,1
981,0.17,0.01,0.77,81.04,3.7,141.13,14.02,66.35,913.0,216.0,0.0,0.0,31-10-2024 12:00 ,1
982,0.19,0.05,0.86,80.2,2.53,137.41,13.91,66.85,913.0,135.04,0.0,0.0,31-10-2024 12:10 ,1
983,0.18,0.08,0.93,78.9,2.85,127.83,13.78,68.14,913.0,138.16,0.0,0.0,31-10-2024 12:20 ,1
984,0.14,0.06,0.89,80.36,2.94,129.64,13.98,67.5,913.0,184.86,0.0,0.0,31-10-2024 12:30 ,1
985,0.22,0.07,0.57,82.83,3.05,131.84,14.1,65.72,913.0,177.21,0.0,0.0,31-10-2024 12:40 ,1
986,0.27,0.05,0.76,81.38,2.6,132.57,14.06,66.66,913.0,145.92,0.0,0.0,31-10-2024 12:50 ,1
987,0.25,0.08,0.67,82.05,2.41,164.1,13.74,67.21,913.0,104.73,0.0,0.0,31-10-2024 13:00 ,1
988,0.18,0.01,0.76,79.07,2.13,158.61,13.67,68.75,913.0,124.97,0.0,0.0,31-10-2024 13:10 ,1
989,0.16,0.02,0.94,77.68,1.64,162.03,13.98,68.46,913.0,179.61,0.0,0.0,31-10-2024 13:20 ,1
990,0.22,0.03,1.07,77.46,3.36,146.52,13.67,70.26,913.0,178.91,0.0,0.0,31-10-2024 13:30 ,1
991,0.19,0.04,0.88,77.29,3.65,148.87,13.09,76.13,913.0,232.57,0.0,0.0,31-10-2024 13:40 ,1
992,0.16,0.1,0.78,75.25,2.97,159.7,12.73,79.73,913.0,220.77,0.32,0.0,31-10-2024 13:50 ,1
993,0.24,0.07,0.82,74.38,2.84,173.98,12.38,84.85,913.0,227.86,0.0,0.0,31-10-2024 14:00 ,1
994,0.18,0.14,0.84,70.51,2.66,160.8,12.51,86.14,913.0,170.55,0.0,0.0,31-10-2024 14:10 ,1
995,0.13,0.16,0.89,69.99,2.68,165.57,12.65,83.75,913.0,175.03,0.0,0.0,31-10-2024 14:20 ,1
996,0.2,0.19,1.01,70.97,1.8,155.68,12.9,81.32,913.0,151.91,0.0,0.0,31-10-2024 14:30 ,1
997,0.19,0.05,0.85,73.98,1.95,150.79,13.03,78.29,913.0,149.76,0.0,0.0,31-10-2024 14:40 ,1
998,0.13,0.03,0.73,75.32,1.58,146.06,13.11,78.15,913.0,145.55,0.0,0.0,31-10-2024 14:50 ,1
999,0.19,0.02,0.94,73.21,1.71,143.08,13.14,77.89,913.0,118.59,0.0,0.0,31-10-2024 15:00 ,1
1000,,,,,,,,,,,,,,1
1001,0.26,0.29,0.59,68.76,1.7,304.29,10.58,80.4,870.0,11.0,0.0,0.0,31-10-2024 00:10 ,7
1002,0.31,0.27,0.48,70.16,2.47,295.21,10.67,80.28,870.0,11.08,0.0,0.0,31-10-2024 00:20 ,7
1003,0.27,0.29,0.39,71.51,2.24,296.23,10.61,80.38,870.0,11.0,0.0,0.0,31-10-2024 00:30 ,7
1004,0.2,0.32,0.44,68.44,1.28,279.24,10.63,80.59,870.0,11.0,0.0,0.0,31-10-2024 00:40 ,7
1005,0.24,0.3,0.41,70.03,0.87,330.44,10.52,80.24,870.0,11.0,0.0,0.0,31-10-2024 00:50 ,7
1006,0.35,0.37,0.47,67.55,1.46,309.18,10.43,81.02,870.0,11.0,0.0,0.0,31-10-2024 01:00 ,7
1007,0.33,0.3,0.42,69.94,1.73,298.94,10.55,80.52,870.0,11.0,0.0,0.0,31-10-2024 01:10 ,7
1008,0.29,0.32,0.33,70.44,1.35,306.84,10.57,80.04,870.0,11.0,0.0,0.0,31-10-2024 01:20 ,7
1009,0.34,0.39,0.33,61.28,0.31,356.66,10.25,82.52,870.0,11.0,0.0,0.0,31-10-2024 01:30 ,7
1010,0.34,0.46,0.63,58.75,0.14,347.7,10.18,83.39,870.0,11.0,0.0,0.0,31-10-2024 01:40 ,7
1011,0.3,0.66,0.68,57.13,0.05,81.25,10.15,83.92,870.0,11.0,0.0,0.0,31-10-2024 01:50 ,7
1012,0.37,0.6,0.75,58.33,0.42,58.66,10.26,83.85,870.0,11.0,0.0,0.0,31-10-2024 02:00 ,7
1013,0.39,0.56,1.01,57.15,0.05,23.11,10.4,82.2,870.0,11.0,0.0,0.0,31-10-2024 02:10 ,7
1014,0.38,0.62,0.72,57.51,0.48,36.46,10.79,81.3,870.0,11.0,0.0,0.0,31-10-2024 02:20 ,7
1015,0.29,0.42,0.48,62.75,0.15,5.94,10.82,80.3,870.0,11.06,0.0,0.0,31-10-2024 02:30 ,7
1016,0.28,0.34,0.52,66.79,0.46,213.92,10.99,78.57,870.0,11.0,0.0,0.0,31-10-2024 02:40 ,7
1017,0.31,0.58,0.71,61.8,0.01,150.87,10.89,78.95,870.0,11.0,0.0,0.0,31-10-2024 02:50 ,7
1018,0.25,0.66,0.82,54.83,0.0,153.0,10.79,79.78,869.83,11.0,0.0,0.0,31-10-2024 03:00 ,7
1019,0.33,0.7,0.79,54.57,0.03,124.47,10.71,80.56,869.87,11.0,0.0,0.0,31-10-2024 03:10 ,7
1020,0.41,0.45,0.64,58.04,0.09,99.14,10.53,82.67,869.99,11.0,0.0,0.0,31-10-2024 03:20 ,7
1021,0.3,0.23,0.57,65.74,1.05,43.47,10.14,83.03,869.99,11.0,0.0,0.0,31-10-2024 03:30 ,7
1022,0.41,0.17,0.18,69.02,1.84,313.39,10.32,82.41,870.0,11.15,0.0,0.0,31-10-2024 03:40 ,7
1023,0.3,0.12,0.38,68.03,2.2,321.45,10.32,81.97,870.0,11.01,0.0,0.0,31-10-2024 03:50 ,7
1024,0.15,0.16,0.38,71.31,1.26,324.68,10.35,81.14,870.0,11.0,0.0,0.0,31-10-2024 04:00 ,7
1025,0.26,0.17,0.33,71.85,1.9,321.66,10.6,80.21,870.0,11.02,0.0,0.0,31-10-2024 04:10 ,7
1026,0.27,0.17,0.39,68.94,1.16,313.53,10.62,80.46,870.0,11.05,0.0,0.0,31-10-2024 04:20 ,7
1027,0.3,0.32,0.35,63.1,1.09,319.44,10.52,81.66,870.0,11.0,0.0,0.0,31-10-2024 04:30 ,7
1028,0.35,0.2,0.32,66.16,0.81,317.35,10.27,82.49,870.0,11.0,0.0,0.0,31-10-2024 04:40 ,7
1029,0.22,0.14,0.43,63.31,0.35,325.59,10.16,84.22,870.0,11.0,0.0,0.0,31-10-2024 04:50 ,7
1030,0.04,0.21,0.37,65.78,1.25,314.44,10.14,84.73,870.0,11.0,0.0,0.0,31-10-2024 05:00 ,7
1031,0.06,0.29,0.32,59.28,0.42,13.74,9.79,86.47,870.0,11.0,0.0,0.0,31-10-2024 05:10 ,7
1032,0.2,0.48,0.32,58.01,1.88,96.45,9.61,88.71,870.0,11.0,0.0,0.0,31-10-2024 05:20 ,7
1033,0.32,0.43,0.29,61.58,0.86,41.44,10.79,83.35,870.0,11.46,0.0,0.0,31-10-2024 05:30 ,7
1034,0.35,0.31,0.42,67.92,1.24,353.29,10.77,79.35,870.0,11.07,0.0,0.0,31-10-2024 05:40 ,7
1035,0.29,0.22,0.26,67.49,3.08,310.58,9.88,84.01,870.0,11.02,0.0,0.0,31-10-2024 05:50 ,7
1036,0.31,0.17,0.5,69.04,3.39,314.11,9.89,85.0,870.0,11.05,0.0,0.0,31-10-2024 06:00 ,7
1037,0.32,0.17,0.54,67.57,1.61,317.75,9.65,85.68,870.0,11.01,0.0,0.0,31-10-2024 06:10 ,7
1038,0.3,0.38,0.46,58.54,0.72,68.03,9.39,88.32,870.0,11.0,0.0,0.0,31-10-2024 06:20 ,7
1039,0.31,0.46,0.33,52.81,1.26,113.52,9.66,89.43,870.0,11.66,0.0,0.0,31-10-2024 06:30 ,7
1040,0.35,0.64,0.51,52.39,0.14,89.5,10.05,86.25,870.0,12.68,0.0,0.0,31-10-2024 06:40 ,7
1041,0.34,0.44,0.83,57.0,0.21,35.1,10.48,81.78,870.0,16.3,0.0,0.0,31-10-2024 06:50 ,7
1042,0.19,0.31,1.08,60.79,0.6,337.73,10.68,81.27,870.0,22.56,0.0,0.0,31-10-2024 07:00 ,7
1043,0.12,0.54,0.89,54.48,0.1,5.05,10.65,81.38,870.22,25.08,0.0,0.0,31-10-2024 07:10 ,7
1044,0.24,0.56,0.75,49.44,0.0,347.2,10.96,80.29,870.88,32.51,0.0,0.0,31-10-2024 07:20 ,7
1045,0.23,0.36,0.54,63.02,1.32,322.06,11.07,79.75,871.0,45.34,0.0,0.0,31-10-2024 07:30 ,7
1046,0.35,0.96,3.24,64.9,1.81,305.82,11.26,78.98,871.0,71.85,0.0,0.0,31-10-2024 07:40 ,7
1047,0.33,0.35,0.73,67.09,2.27,306.34,11.2,79.14,871.0,102.47,0.0,0.0,31-10-2024 07:50 ,7
1048,0.24,0.92,1.89,64.16,2.49,300.22,11.17,80.51,871.0,104.61,0.0,0.0,31-10-2024 08:00 ,7
1049,0.16,0.92,2.37,61.26,2.8,305.96,11.13,82.51,871.0,106.84,0.0,0.0,31-10-2024 08:10 ,7
1050,0.14,1.08,2.08,63.85,2.53,304.34,11.93,81.61,871.0,136.71,0.0,0.0,31-10-2024 08:20 ,7
1051,0.26,0.25,0.53,66.61,2.62,293.31,12.27,79.99,871.03,127.9,0.0,0.0,31-10-2024 08:30 ,7
1052,0.19,0.4,1.98,63.65,2.62,293.22,11.64,81.55,871.68,110.76,0.0,0.0,31-10-2024 08:40 ,7
1053,0.18,0.72,2.99,62.18,2.32,308.1,11.53,82.72,872.0,144.83,0.0,0.0,31-10-2024 08:50 ,7
1054,0.2,0.63,1.69,64.04,1.96,315.06,12.24,80.81,872.0,278.9,0.0,0.0,31-10-2024 09:00 ,7
1055,0.32,0.52,1.25,66.05,1.17,293.73,12.56,78.97,872.0,267.23,0.0,0.0,31-10-2024 09:10 ,7
1056,0.3,0.44,0.93,66.41,0.64,299.37,13.3,76.4,872.0,376.48,0.0,0.0,31-10-2024 09:20 ,7
1057,0.25,0.24,0.54,66.85,1.73,293.56,12.7,78.17,872.0,248.86,0.0,0.0,31-10-2024 09:30 ,7
1058,0.31,0.71,4.82,57.78,2.25,293.35,12.07,81.94,872.0,190.94,0.0,0.0,31-10-2024 09:40 ,7
1059,0.37,0.65,4.86,59.8,2.44,297.7,11.36,84.28,872.0,128.55,0.0,0.0,31-10-2024 09:50 ,7
1060,0.33,0.72,6.21,52.23,1.33,305.63,11.18,88.69,872.0,114.75,0.0,0.0,31-10-2024 10:00 ,7
1061,0.35,0.9,7.15,51.29,0.92,314.63,11.15,93.46,872.0,118.49,0.0,0.0,31-10-2024 10:10 ,7
1062,0.38,0.48,2.41,57.84,0.0,311.71,11.5,92.9,872.0,181.25,0.0,0.0,31-10-2024 10:20 ,7
1063,0.17,0.36,1.76,62.46,0.58,282.83,11.77,90.28,872.0,218.52,0.0,0.0,31-10-2024 10:30 ,7
1064,0.15,0.5,2.16,58.62,0.15,281.29,12.2,88.56,872.0,225.3,0.0,0.0,31-10-2024 10:40 ,7
1065,0.19,0.44,1.81,61.76,0.82,293.78,12.23,86.03,872.0,235.08,0.0,0.0,31-10-2024 10:50 ,7
1066,0.31,0.66,1.32,61.22,0.34,290.05,12.74,83.83,872.0,257.09,0.0,0.0,31-10-2024 11:00 ,7
1067,0.42,0.79,2.9,60.69,0.81,278.62,13.15,82.33,872.0,321.81,0.0,0.0,31-10-2024 11:10 ,7
1068,0.28,0.58,2.45,61.34,1.43,284.78,12.78,82.76,872.0,227.31,0.0,0.0,31-10-2024 11:20 ,7
1069,0.16,0.51,2.93,61.36,0.51,269.01,13.14,83.39,872.0,288.87,0.0,0.0,31-10-2024 11:30 ,7
1070,0.19,0.7,3.19,62.83,0.67,261.35,14.29,79.51,872.0,586.78,0.0,0.0,31-10-2024 11:40 ,7
1071,0.23,0.62,2.29,65.64,0.92,290.27,14.88,75.79,872.0,441.75,0.0,0.0,31-10-2024 11:50 ,7
1072,0.43,0.39,2.08,65.03,1.09,238.3,14.48,77.77,872.0,399.67,0.0,0.0,31-10-2024 12:00 ,7
1073,0.37,0.45,2.75,62.32,1.31,266.15,14.43,76.9,872.0,408.37,0.0,0.0,31-10-2024 12:10 ,7
1074,0.27,0.51,3.56,64.27,2.3,249.02,14.38,76.74,872.0,552.95,0.0,0.0,31-10-2024 12:20 ,7
1075,0.21,0.62,3.04,66.51,2.43,248.1,14.62,76.01,872.0,568.62,0.0,0.0,31-10-2024 12:30 ,7
1076,0.29,0.58,3.03,67.24,1.79,277.79,14.77,74.64,872.0,463.94,0.0,0.0,31-10-2024 12:40 ,7
1077,0.27,0.67,3.55,63.93,2.89,248.85,14.82,75.97,871.99,486.29,0.0,0.0,31-10-2024 12:50 ,7
1078,0.33,0.78,3.23,67.38,2.48,264.22,14.77,74.83,871.91,645.23,0.0,0.0,31-10-2024 13:00 ,7
1079,0.39,0.79,3.54,65.78,2.78,282.99,14.58,75.29,871.01,374.75,0.0,0.0,31-10-2024 13:10 ,7
1080,0.34,0.73,3.91,66.88,3.05,281.99,14.39,76.63,871.0,399.01,0.0,0.0,31-10-2024 13:20 ,7
1081,0.35,0.83,3.79,67.81,3.05,294.11,14.02,78.22,871.0,354.17,0.0,0.0,31-10-2024 13:30 ,7
1082,0.31,0.8,3.79,68.55,3.04,292.72,13.91,77.85,871.0,307.41,0.0,0.0,31-10-2024 13:40 ,7
1083,0.27,0.6,2.87,70.23,3.74,288.22,13.81,77.74,871.0,302.63,0.0,0.0,31-10-2024 13:50 ,7
1084,0.36,0.5,2.64,71.14,3.65,296.45,13.73,77.22,871.0,261.59,0.0,0.0,31-10-2024 14:00 ,7
1085,0.35,0.51,3.06,69.9,3.2,294.19,13.8,76.53,871.0,287.86,0.0,0.0,31-10-2024 14:10 ,7
1086,0.31,0.64,2.9,69.82,2.81,294.74,14.36,73.85,871.0,504.13,0.0,0.0,31-10-2024 14:20 ,7
1087,0.16,0.56,2.32,69.57,2.5,291.71,14.98,71.25,871.0,413.23,0.0,0.0,31-10-2024 14:30 ,7
1088,0.23,0.54,2.36,71.38,3.49,292.31,14.64,72.92,871.0,299.56,0.0,0.0,31-10-2024 14:40 ,7
1089,0.42,0.42,2.27,72.83,3.47,290.02,14.32,73.62,871.0,254.16,0.0,0.0,31-10-2024 14:50 ,7
1090,0.3,0.5,2.83,72.16,3.5,286.67,14.2,74.94,871.0,339.35,0.0,0.0,31-10-2024 15:00 ,7
1091,,,,,,,,,,,,,,7
1092,1.28,0.49,0.89,46.02,1.53,118.98,13.5,93.0,923.0,4.8,0.0,113.32,31-10-2024 00:10 ,12
1093,1.21,0.45,1.15,55.01,1.13,128.46,13.5,96.0,923.0,4.8,0.0,116.55,31-10-2024 00:20 ,12
1094,1.22,0.38,1.2,61.67,2.26,97.7,13.5,92.0,923.0,4.8,0.0,116.54,31-10-2024 00:30 ,12
1095,1.35,0.37,0.96,56.02,2.98,96.72,13.4,92.0,923.0,4.8,0.0,116.54,31-10-2024 00:40 ,12
1096,1.43,0.39,0.86,66.1,3.48,104.46,13.3,97.0,923.0,4.8,0.0,116.54,31-10-2024 00:50 ,12
1097,1.37,0.35,0.74,68.53,4.5,104.95,13.3,99.0,923.0,4.8,0.0,116.55,31-10-2024 01:00 ,12
1098,1.28,0.32,0.77,70.99,3.6,106.04,13.3,100.0,923.0,4.8,0.0,154.2,31-10-2024 01:10 ,12
1099,1.27,0.3,0.77,68.78,3.48,109.53,13.2,100.0,923.0,4.8,0.0,156.58,31-10-2024 01:20 ,12
1100,1.43,0.31,0.75,68.06,2.35,134.52,13.3,100.0,923.0,4.8,0.0,156.58,31-10-2024 01:30 ,12
1101,1.3,0.35,0.74,61.84,0.95,155.65,13.0,100.0,923.0,4.8,0.0,156.58,31-10-2024 01:40 ,12
1102,1.2,0.37,0.91,60.69,1.41,162.77,13.1,100.0,923.0,4.8,0.0,156.58,31-10-2024 01:50 ,12
1103,1.13,0.31,0.97,59.42,1.42,173.44,13.0,100.0,923.0,4.8,0.0,156.58,31-10-2024 02:00 ,12
1104,1.08,0.34,1.02,55.29,1.65,180.39,13.0,100.0,923.0,4.8,0.0,189.73,31-10-2024 02:10 ,12
1105,1.11,0.35,1.18,50.24,1.59,166.21,13.1,100.0,923.0,4.8,0.0,191.92,31-10-2024 02:20 ,12
1106,1.12,0.34,1.23,54.54,2.24,146.23,13.2,100.0,923.0,4.8,0.0,191.92,31-10-2024 02:30 ,12
1107,1.36,0.35,1.2,47.16,1.5,131.56,13.2,100.0,923.0,4.8,0.0,191.92,31-10-2024 02:40 ,12
1108,1.45,0.4,1.08,52.54,2.01,135.8,13.2,100.0,923.0,4.8,0.0,191.92,31-10-2024 02:50 ,12
1109,1.51,0.39,1.08,50.5,1.65,135.05,13.2,100.0,923.0,4.8,0.0,191.92,31-10-2024 03:00 ,12
1110,1.56,0.45,1.02,47.98,1.41,122.47,13.2,100.0,923.0,4.8,0.0,201.26,31-10-2024 03:10 ,12
1111,1.37,0.53,0.9,52.46,2.39,130.91,13.2,100.0,923.0,4.8,0.0,202.12,31-10-2024 03:20 ,12
1112,1.25,0.41,0.88,55.48,1.55,119.5,13.3,100.0,923.0,4.8,0.0,202.12,31-10-2024 03:30 ,12
1113,1.37,0.41,0.87,42.58,0.01,148.02,13.2,100.0,923.0,4.8,0.0,202.12,31-10-2024 03:40 ,12
1114,1.42,0.41,0.87,42.19,0.0,148.88,13.2,100.0,923.0,4.8,0.0,202.12,31-10-2024 03:50 ,12
