,capital,latitud_dec,altitud,num_hab,zona_comarcal,longitud_dec
6039,Pomar de Cinca,41.85122017,236.0,852,622203,0.12994757
6040,San Miguel del Pino,41.50792471,676.0,316,674701,-4.91004558
6041,San Miguel del Robledo,40.53641301,1015.0,69,673702,-6.04463100
6042,San Miguel del Valle,42.02927439,735.0,163,674902,-5.49701966
6043,San Millán de Lara,42.13562620,1076.0,79,670905,-3.34495483
6044,San Millán de Yécora,42.54723292,655.0,34,762601,-3.09630620
6045,San Millán de la Cogolla,42.32645421,729.0,248,762602,-2.86476296
6046,San Millán de los Caballeros,42.28497109,751.0,185,672403,-5.56107186
6047,Ordoñana/Erdoñana,42.87382571,600.0,726,750102,-2.37748902
6048,San Morales,40.99300511,793.0,281,673701,-5.50263984
6049,San Muñoz,40.78318925,781.0,280,673701,-6.12683653
6050,San Nicolás del Puerto,37.99365607,586.0,621,614101,-5.65352200
6051,San Pablo de la Moraleja,41.16021559,790.0,128,674701,-4.77380292
6052,San Pablo de los Montes,39.53953772,907.0,1960,684503,-4.33151266
6053,San Pascual,40.88239478,881.0,49,670501,-4.75662182
6054,San Pedro,38.82654004,844.0,1226,680201,-2.18621100
6055,San Pedro Bercianos,42.39232050,823.0,262,672403,-5.70963651
6056,San Pedro Manrique,42.02957743,1074.0,588,674201,-2.23061853
6057,San Pedro Palmiches,40.42915710,820.0,70,681601,-2.40780637
6058,San Pedro de Ceque,42.04379133,757.0,528,674902,-6.07270777
6059,San Pedro de Gaíllos,41.22704439,988.0,277,674002,-3.81005399
6060,San Pedro de Latarce,41.73535635,706.0,537,674701,-5.32693928
6061,San Pedro de Mérida,38.94987235,290.0,853,700601,-6.18692716
6062,San Pedro de Rozados,40.79056716,975.0,305,673701,-5.73809709
6063,Almendra,41.59147865,712.0,388,674902,-5.92154948
6064,San Pedro del Arroyo,40.80511148,935.0,460,670501,-4.86761787
6065,San Pedro del Pinatar,37.83500571,15.0,24091,733005,-0.79145529
6066,San Pedro del Romeral,43.11584443,745.0,477,663903,-3.81839695
6067,San Pedro del Valle,41.03321762,791.0,147,673701,-5.86095298
6068,San Pelayo,41.68138359,776.0,44,674701,-5.03404850
6069,San Pelayo de Guareña,41.11579734,781.0,88,673701,-5.85777369
6070,San Rafael del Río,40.60626985,250.0,512,771202,0.34740685
6071,San Román de Cameros,42.23211602,850.0,152,762602,-2.47510422
6072,San Román de Hornija,41.48029947,671.0,361,674701,-5.28439983
6073,San Román de la Cuba,42.26295280,804.0,80,673402,-4.85748130
6074,San Román de los Montes,40.06776970,447.0,1850,684502,-4.73063141
6075,San Roque,36.20999986,107.0,29491,611104,-5.38401377
6076,San Roque de Riomiera,43.23468026,426.0,393,663903,-3.70179938
6077,Avenida do Marqués de Figueroa,43.53219511,47.0,3019,711501,-8.07050681
6078,San Salvador,41.62095885,716.0,33,674701,-5.08876610
6079,San Sebastián de la Gomera,28.08985721,2.0,8668,659401,-17.10926482
6080,San Sebastián de los Ballesteros,37.65457388,311.0,837,611402,-4.82514553
6081,San Sebastián de los Reyes,40.54705470,672.0,83329,722802,-3.62671879
6082,San Silvestre de Guzmán,37.38864426,152.0,692,612102,-7.35019368
6083,"Llano, El",43.40890584,42.0,498,633303,-7.14287065
6084,San Torcuato,42.48183549,602.0,73,762601,-2.89028081
6085,San Vicente de Alcántara,39.36059061,501.0,5725,700601,-7.13657708
6086,San Vicente de Arévalo,40.96798343,877.0,201,670501,-4.80063719
6087,San Vicente de la Barquera,43.38321455,13.0,4314,663901,-4.40026417
6088,San Vicente de la Cabeza,41.80438149,758.0,449,674902,-6.25311175
6089,San Vicente de la Sonsierra,42.56223412,497.0,1037,762601,-2.75826170
6090,San Vicente del Palacio,41.21867453,745.0,186,674701,-4.85208597
6091,San Vicente del Raspeig/Sant Vicent del Raspeig,38.39613348,107.0,55946,770303,-0.52499072
6092,San Vicente del Valle,42.33686925,958.0,31,670905,-3.16184073
6093,San Vitero,41.77845089,866.0,578,674902,-6.34914836
6094,"Campo, O",42.37072951,875.0,632,713204,-7.29789192
6095,Sanaüja,41.87617955,409.0,423,692503,1.31083170
6096,Sancedo,42.66615799,673.0,565,672402,-6.63470868
6097,Sanchidrián,40.89198117,922.0,799,670501,-4.58156208
6098,Sanchonuño,41.32246452,804.0,945,674001,-4.30589638
6099,Sanchorreja,40.66484070,1310.0,85,670502,-4.91485123
6100,Sanchotello,40.43616166,931.0,229,673702,-5.75273633
6101,Sanchón de la Ribera,41.08779387,726.0,75,673701,-6.41320980
6102,Sanchón de la Sagrada,40.74390205,869.0,41,673701,-6.02526353
6103,Sancti-Spíritus,38.92521313,485.0,222,700602,-5.14632753
6104,Sancti-Spíritus,40.70639756,757.0,879,673701,-6.40073331
6105,Sandiás,42.11303360,630.0,1297,713203,-7.75441910
6106,Sando,40.96691001,840.0,144,673701,-6.11170235
6107,Sanet y Negrals,38.81916633,83.0,670,770301,-0.03373355
6108,Sangarcía,40.94738977,943.0,346,674001,-4.41437230
6109,Sangarrén,42.01736490,378.0,212,622202,-0.43148188
6110,Sangüesa/Zangoza,42.57528882,400.0,5078,743102,-1.28258288
6111,Sanlúcar de Barrameda,36.77598004,31.0,67385,611103,-6.35311695
6112,Sanlúcar de Guadiana,37.47240145,25.0,447,612102,-7.46675920
6113,Sanlúcar la Mayor,37.38407444,141.0,13466,614102,-6.20123512
6114,Sansol,42.55402437,493.0,104,743104,-2.26686695
6115,Sant Adrià de Besòs,41.43402794,15.0,35386,690804,2.21447569
6116,Sant Agustí de Lluçanès,42.08481721,814.0,91,690802,2.12753816
6117,Sant Andreu Salou,41.87385206,130.0,155,691702,2.82513664
6118,Sant Andreu de Llavaneres,41.57427707,113.0,10590,690804,2.48247164
6119,Sant Andreu de la Barca,41.44675659,43.0,27268,690803,1.97523925
6120,Sant Esteve de Llémena,42.09012440,413.0,351,691702,2.58653291
6121,Sant Antoni de Portmany,38.98087489,9.0,23359,645301,1.30418187
6122,Sant Antoni de Vilamajor,41.67229651,253.0,5708,690803,2.39990419
6123,Sant Bartomeu del Grau,41.98389071,869.0,875,690802,2.17268926
6124,Sant Boi de Llobregat,41.34253710,32.0,83107,690804,2.04182116
6125,Sant Boi de Lluçanès,42.05745693,808.0,556,690802,2.15178208
6126,Sant Carles de la Ràpita,40.61957159,10.0,15003,694304,0.59230274
6127,Sant Cebrià de Vallalta,41.62035299,73.0,3328,690804,2.60179064
6128,Sant Celoni,41.68971740,158.0,17251,690803,2.48984040
6129,Sant Climent Sescebes,42.36874691,82.0,590,691703,2.98034137
6130,Sant Climent de Llobregat,41.33636238,83.0,3938,690804,1.99575666
6131,Sant Cugat Sesgarrigues,41.36446206,266.0,972,690803,1.75308213
6132,Sant Cugat del Vallès,41.47345403,123.0,87118,690803,2.08526472
6133,Sant Esteve Sesrovires,41.49331375,173.0,7542,690803,1.87385015
6134,Sant Esteve de Palautordera,41.70476065,233.0,2532,690803,2.43430206
6135,Sant Esteve de la Sarga,42.07872567,869.0,132,692502,0.76403263
6136,Sant Feliu Sasserra,41.94388187,616.0,626,690802,2.02329755
6137,Sant Feliu de Buixalleu,41.79126137,403.0,776,691702,2.58617731
6138,Sant Feliu de Codines,41.68762454,467.0,5900,690803,2.16191700
6139,Sant Feliu de Guíxols,41.78042564,3.0,21810,691704,3.02869534
6140,Sant Feliu de Llobregat,41.38074375,25.0,43715,690804,2.04579427
6141,Sant Feliu de Pallerols,42.07575416,472.0,1353,691702,2.50757460
6142,Juïnyà,42.19781187,361.0,240,691702,2.66894817
6143,Sant Fost de Campsentelles,41.52003914,87.0,8666,690803,2.23307920
6144,Sant Fruitós de Bages,41.75150776,249.0,8243,690802,1.87003405
6145,Sant Gregori,41.99145243,107.0,3464,691702,2.73853120
6146,Sant Guim de Freixenet,41.65771904,739.0,1107,692503,1.42192856
6147,Sant Guim de la Plana,41.76288065,553.0,175,692503,1.32454875
6148,Sant Hilari Sacalm,41.87892558,798.0,5681,691702,2.50849539
6149,Sant Hipòlit de Voltregà,42.01563503,532.0,3446,690802,2.23718339
6150,Sant Iscle de Vallalta,41.62356007,129.0,1304,690804,2.56928753
6151,Sant Jaume d'Enveja,40.70650104,3.0,3555,694304,0.71821372
6152,Sant Jaume de Frontanyà,42.18720880,1075.0,24,690801,2.02437969
6153,Sant Jaume de Llierca,42.21253782,202.0,812,691702,2.60884075
6154,Sant Jaume dels Domenys,41.29980897,212.0,2493,694303,1.55895428
6155,Sant Joan,39.59697822,142.0,2030,645403,3.03858511
6156,Sant Joan Despí,41.36756402,14.0,32981,690804,2.05542054
6157,Sant Joan d'Alacant,38.40151192,40.0,22804,770303,-0.43660694
6158,Sant Joan de Labritja,39.07784991,197.0,5668,645301,1.51409527
6159,Sant Joan de Mollet,42.04563100,53.0,509,691703,2.94284327
6160,Sant Joan de Moró,40.05986592,188.0,3045,771204,-0.13746676
6161,Sant Joan de Vilatorrada,41.74476103,221.0,10733,690802,1.80667596
6162,Sant Joan de les Abadesses,42.23260905,772.0,3413,691701,2.28626354
6163,Sant Joan les Fonts,42.21272222,322.0,2919,691702,2.50907002
6164,Sant Joanet,39.07127205,38.0,486,774604,-0.48752134
6165,Sant Jordi Desvalls,42.07213289,58.0,708,691703,2.95375973
6166,Sant Jordi/San Jorge,40.50947763,175.0,1078,771202,0.33024152
6167,Sant Josep de sa Talaia,38.92188093,200.0,25362,645301,1.29287595
6168,Sant Julià de Cerdanyola,42.22396946,965.0,239,690801,1.89299634
6169,Sant Julià de Ramis,42.02801672,178.0,3434,691702,2.85399914
6170,Sant Julià de Vilatorta,41.92240618,595.0,3123,690802,2.32482499
6171,Bonmatí,41.96825158,130.0,1264,691702,2.66875938
6172,Sant Just Desvern,41.38602589,125.0,16389,690804,2.07609668
6173,Sant Llorenç Savall,41.67883526,466.0,2361,690803,2.05744502
6174,Sant Llorenç d'Hortons,41.46817564,196.0,2517,690803,1.82533004
6175,Sant Llorenç de Morunys,42.13753020,923.0,993,692502,1.59104546
6176,Sant Llorenç de la Muga,42.32017708,166.0,249,691702,2.79045415
6177,Sant Llorenç des Cardassar,39.61076123,77.0,8320,645405,3.28575127
6178,Sant Lluís,39.84899059,58.0,7472,645501,4.25863295
6179,Sant Martí Sarroca,41.38641303,295.0,3130,690803,1.61079036
6180,Sant Martí Sesgueioles,41.70149457,640.0,395,690802,1.48983191
6181,Sant Martí Vell,42.02011748,70.0,242,691703,2.93006254
6182,Sant Martí d'Albars,42.02792876,632.0,106,690802,2.07417404
6183,"Abella, L'",41.76581942,730.0,1093,690803,2.20457246
6184,Sant Martí de Llémena,42.03634793,257.0,626,691702,2.64650349
6185,Sant Martí de Maldà,41.55922263,408.0,685,692503,1.05462347
6186,Sant Martí de Tous,41.55991606,457.0,1175,690803,1.52455178
6187,Sant Mateu,40.46517138,322.0,2031,771202,0.18094786
6188,Sant Mateu de Bages,41.79564610,570.0,644,690802,1.73482924
6189,Sant Miquel de Campmajor,42.13599323,223.0,232,691702,2.67919209
6190,Sant Miquel de Fluvià,42.17169838,26.0,798,691703,2.99222659
6191,Sant Mori,42.15382969,54.0,177,691703,2.99123574
6192,Sant Pau de Segúries,42.26011148,852.0,674,691701,2.36547744
6193,Sant Pere Pescador,42.18835879,5.0,2138,691703,3.08221872
6194,Sant Pere Sallavinera,41.73635219,583.0,162,690802,1.57460777
6195,Sant Pere de Ribes,41.26069324,44.0,29339,690804,1.77197485
6196,Sant Pere de Riudebitlles,41.45387708,245.0,2364,690803,1.70331245
6197,Sant Pere de Torelló,42.07572990,619.0,2436,690801,2.29696989
6198,Sant Pere de Vilamajor,41.68357746,290.0,4248,690803,2.39042786
6199,Sant Pol de Mar,41.60194593,6.0,4997,690804,2.62440380
6200,Sant Quintí de Mediona,41.46252670,326.0,2101,690803,1.66341002
6201,Sant Quirze Safaja,41.72792438,629.0,644,690803,2.15491310
6202,Sant Quirze de Besora,42.10058950,585.0,2148,690801,2.22310495
6203,Sant Quirze del Vallès,41.53329124,189.0,19549,690803,2.08098195
6204,Sant Ramon,41.72434263,663.0,496,692503,1.35701310
6205,Sant Sadurní d'Anoia,41.42471050,156.0,12590,690803,1.79006877
6206,Sant Sadurní d'Osormort,41.90203525,526.0,86,690801,2.38128252
6207,Sant Salvador de Guardiola,41.68029526,330.0,3130,690802,1.76706597
6208,Sant Vicenç de Castellet,41.66737557,177.0,9326,690802,1.86467074
6209,Sant Vicenç de Montalt,41.57840228,142.0,6007,690804,2.50930848
6210,Sant Vicenç de Torelló,42.06177103,556.0,1975,690802,2.27397845
6211,Sant Vicenç dels Horts,41.39272464,23.0,28103,690804,2.01065601
6212,Santa Amalia,39.01178649,252.0,4196,700601,-6.01223710
6213,Santa Ana,39.30905563,486.0,275,701003,-5.98996134
6214,Santa Ana de Pusa,39.76072722,595.0,437,684502,-4.70701916
6215,Santa Ana la Real,37.86462992,631.0,534,612101,-6.72321662
6216,Santa Brígida,28.03191886,524.0,18775,659001,-15.49822780
6217,Santa Bàrbara,40.71437767,78.0,3821,694304,0.49263884
6218,Santa Bárbara de Casa,37.79680826,307.0,1093,612102,-7.18869551
6219,Santa Cecilia,42.05227254,845.0,101,670904,-3.80432263
6220,Santa Cecilia del Alcor,41.93260379,836.0,127,673402,-4.65975665
6221,Santa Cecília de Voltregà,41.99305489,520.0,173,690802,2.22232505
6222,Santa Cilia,42.56134318,643.0,225,622201,-0.71321652
6223,Santa Clara de Avedillo,41.33857644,778.0,187,674902,-5.67789797
6224,Santa Coloma,42.36739938,762.0,112,762601,-2.65614797
6225,Santa Coloma de Cervelló,41.36631460,72.0,8038,690804,2.01483385
6226,Santa Coloma de Farners,41.86351304,139.0,12601,691702,2.66311624
6227,Santa Coloma de Gramenet,41.45365731,56.0,118738,690804,2.21215540
6228,Santa Coloma de Queralt,41.53184192,674.0,2931,694302,1.38517258
6229,Santa Colomba de Curueño,42.75125250,926.0,537,672401,-5.41218287
6230,Santa Colomba de Somoza,42.44261545,989.0,518,672401,-6.24252344
6231,Santa Colomba de las Monjas,41.95751803,699.0,282,674902,-5.68364397
6232,Santa Cataliña de Armada,43.03669797,350.0,9719,711503,-8.82108201
6233,Santa Cristina d'Aro,41.81180044,28.0,5194,691704,2.99940603
6234,Santa Cristina de Valmadrigal,42.35353626,815.0,284,672403,-5.30949601
6235,Santa Cristina de la Polvorosa,42.00092074,707.0,1125,674902,-5.71444533
6236,Santa Croya de Tera,41.98356792,726.0,335,674902,-5.97478799
6237,Santa Cruz de Bezana,43.44301771,44.0,12500,663901,-3.90452180
6238,Santa Cruz de Boedo,42.52431461,851.0,60,673402,-4.37361693
6239,Santa Cruz de Grío,41.36999274,651.0,133,625002,-1.43078868
6240,Santa Cruz de Marchena,37.01700109,330.0,216,610403,-2.60298289
6241,Santa Cruz de Moncayo,41.88242965,630.0,137,625002,-1.75733460
6242,Santa Cruz de Moya,39.95479741,763.0,263,681602,-1.25487494
6243,Santa Cruz de Mudela,38.64460444,719.0,4455,681302,-3.46781854
6244,Santa Cruz de Nogueras,41.11460567,895.0,42,624401,-1.08921605
6245,Santa Cruz de Paniagua,40.19138759,476.0,341,701001,-6.34090725
6246,Santa Cruz de Pinares,40.54221491,1010.0,163,670502,-4.57937886
6247,Santa Cruz de Tenerife,28.46285408,1.0,205279,659602,-16.24720629
6248,Santa Cruz de Yanguas,42.06290067,1218.0,72,674201,-2.44755639
6249,Santa Cruz de la Palma,28.68192532,0.0,16184,659303,-17.76307065
6250,Santa Cruz de la Salceda,41.59486606,876.0,163,670904,-3.59493126
6251,Santa Cruz de la Serós,42.52265345,788.0,192,622201,-0.67412647
6252,Santa Cruz de la Sierra,39.33632622,452.0,337,701004,-5.84628111
6253,Santa Cruz de la Zarza,39.98359401,785.0,4538,684504,-3.18708058
6254,Santa Cruz de los Cáñamos,38.63780250,982.0,554,681302,-2.86856508
6255,Santa Cruz del Comercio,37.06093553,739.0,552,611801,-3.97668402
6256,Santa Cruz del Retamar,40.11849392,595.0,2998,684502,-4.24156628
6257,Santa Cruz del Valle,40.25084253,724.0,414,670503,-5.00337327
6258,Santa Cruz del Valle Urbión,42.30479590,961.0,100,670905,-3.22272636
6259,Santa Elena,38.33835156,741.0,1001,612301,-3.53912249
6260,Santa Elena de Jamuz,42.25945371,770.0,1155,672403,-5.88820436
6261,Santa Engracia del Jubera,42.31549243,655.0,159,762601,-2.30546988
6262,Santa Eufemia,38.59608265,561.0,893,611401,-4.90500504
6263,Santa Eufemia del Arroyo,41.89481084,710.0,89,674701,-5.26516933
6264,Santa Eufemia del Barco,41.67849302,709.0,199,674902,-5.89953802
6265,Santa Eugènia,39.62413133,129.0,1652,645403,2.83985105
6266,Santa Eugènia de Berga,41.90049490,537.0,2233,690802,2.28347460
6267,Santa Eulalia,40.56501265,985.0,1111,624401,-1.31215335
6268,Santa Eulalia Bajera,42.20983601,617.0,111,762601,-2.19083863
6269,Santa Eulalia de Gállego,42.28739683,514.0,127,625001,-0.76038017
6270,Santalla,43.25891049,547.0,488,633303,-7.02039961
6271,Santa Eulàlia de Riuprimer,41.91018978,569.0,1259,690802,2.18914692
6272,"Sagrera, La",41.65270716,218.0,7114,690803,2.22658440
6273,Santa Eulària des Riu,38.98383613,53.0,36189,645301,1.52911819
6274,Santa Fe,37.18938734,582.0,15168,611801,-3.71896428
6275,Santa Fe de Mondújar,36.97425446,215.0,390,610403,-2.53131240
6276,Santa Fe del Penedès,41.38475733,238.0,379,690803,1.72123979
6277,Santa Gadea del Cid,42.71513476,509.0,158,670902,-3.05820148
6278,Santa Inés,42.04032714,861.0,159,670904,-3.70298387
6279,Santa Llogaia d'Àlguema,42.23353656,43.0,341,691703,2.95253036
6280,Santa Lucía de Tirajana,27.91144865,699.0,68544,659004,-15.54038408
6281,Santa Magdalena de Pulpis,40.35690758,116.0,830,771202,0.30271381
6282,Santa Margalida,39.70308972,92.0,11680,645402,3.10127212
6283,Santa Margarida de Montbui,41.55659597,391.0,9641,690803,1.60489809
6284,"Monjos, Els",41.32186526,169.0,7337,690803,1.66400812
6285,Santa Maria d'Oló,41.87083247,543.0,1065,690802,2.03438754
6286,Santa Maria de Besora,42.12682402,863.0,162,690801,2.25696327
6287,Santa Maria de Martorelles,41.51970530,183.0,851,690803,2.25352927
6288,Santa Maria de Merlès,42.00149921,533.0,177,690802,1.97804186
6289,Santa Maria de Miralles,41.49926163,495.0,140,690803,1.53009850
6290,Santa Maria de Palautordera,41.69278351,208.0,9138,690803,2.44397210
6291,Santa Marina del Rey,42.51279579,842.0,2043,672403,-5.86199410
6292,Santa Marta,38.61476819,335.0,4321,700603,-6.62740650
6293,Santa Marta de Magasca,39.51149269,376.0,305,701003,-6.09888199
6294,Santa Marta de Tormes,40.94968340,779.0,15011,673701,-5.63107360
6295,Santa Marta del Cerro,41.21786397,1022.0,38,674002,-3.68532277
6296,Santa María Rivarredonda,42.64259460,691.0,98,670902,-3.18000885
6297,Santa María de Cayón,43.30979190,92.0,9097,663903,-3.85546630
6298,Huerta de Vero,42.11556031,436.0,226,622202,0.01643534
6299,Santa María de Guía de Gran Canaria,28.13769858,203.0,13968,659001,-15.63102238
6300,Santa María de Huerta,41.26130019,765.0,314,674202,-2.17674282
6301,Santa María de Ordás,42.72635310,947.0,353,672401,-5.82367601
6302,Santa María de Sando,40.97976658,825.0,127,673701,-6.13060818
6303,Santa María de Valverde,41.93514008,733.0,69,674902,-5.93550725
6304,Santa María de la Alameda,40.59613940,1409.0,1212,722801,-4.25813156
6305,Santa María de la Isla,42.35623189,788.0,540,672403,-5.92833047
6306,Santa María de la Vega,42.08507443,728.0,350,674902,-5.80991413
6307,Santa María de las Hoyas,41.77007461,1073.0,123,674201,-3.14414790
6308,Santa María de los Caballeros,40.38817734,1037.0,80,670502,-5.45157451
6309,Santa María de los Llanos,39.48862424,716.0,717,681603,-2.81131288
6310,Santa María del Arroyo,40.60413154,1152.0,112,670502,-4.92429815
6311,Santa María del Berrocal,40.50953207,1048.0,420,670502,-5.40604773
6312,Santa María del Campo,42.13155070,829.0,618,670904,-3.97592713
6313,Santa María del Campo Rus,39.55840725,788.0,652,681603,-2.42290033
6314,Santa María del Camí,39.64709883,129.0,6591,645403,2.77975044
6315,Aldeavieja,40.74221173,1206.0,350,670502,-4.47277814
6316,Santa María del Invierno,42.44331995,852.0,64,670904,-3.43843869
6317,Santa María del Mercadillo,41.86002804,964.0,121,670904,-3.55995827
6318,Santa María del Monte de Cea,42.49171034,885.0,260,672403,-5.11683871
6319,Santa María del Páramo,42.35355469,808.0,3157,672403,-5.74924927
6320,Santa María del Tiétar,40.30401501,697.0,540,670503,-4.55499216
6321,Santa María del Val,40.50434552,1196.0,61,681602,-2.04141767
6322,Santa María la Real de Nieva,41.07037240,901.0,1052,674001,-4.40648161
6323,Santa Olalla,40.02413804,486.0,3326,684502,-4.42788219
6324,Santa Olalla de Bureba,42.47708212,851.0,34,670904,-3.44110716
6325,Santa Olalla del Cala,37.90505707,539.0,2002,612101,-6.23468816
6326,Santa Oliva,41.25358650,98.0,3287,694303,1.54920521
6327,Santa Pau,42.14430747,491.0,1567,691702,2.57167076
6328,Santa Perpètua de Mogoda,41.53543796,73.0,25409,690803,2.17904833
6329,Santa Pola,38.19311550,4.0,31529,770303,-0.55528061
6330,Santa Susanna,41.63570977,9.0,3293,690804,2.70713799
6331,Santa Úrsula,28.42268372,332.0,14296,659601,-16.49361169
6332,Santacara,42.37502663,347.0,895,743102,-1.55342975
6333,Santaella,37.56749755,241.0,6097,611402,-4.84662658
6334,Santaliestra y San Quílez,42.30542514,564.0,99,622201,0.36636681
6335,Santander,43.46297885,8.0,175736,663901,-3.80474784
6336,Santanyí,39.35450328,59.0,11636,645405,3.12944446
6337,Santas Martas,42.43240866,834.0,834,672403,-5.37195763
6338,Santed,41.03219358,1056.0,66,625002,-1.50796681
6339,Santervás de Campos,42.21716016,764.0,130,674701,-5.10096733
6340,Santervás de la Vega,42.50480471,918.0,487,673402,-4.79840122
6341,Santiago Millas,42.38179436,932.0,331,672403,-6.10599145
6342,Santiago de Alcántara,39.60752180,347.0,585,701003,-7.24144902
6343,Santiago de Calatrava,37.75328664,385.0,795,612303,-4.17049720
6344,Santiago de Compostela,42.88026625,260.0,95800,711503,-8.54423239
6345,Santiago de la Puebla,40.80084215,869.0,378,673701,-5.27991042
6346,Santiago del Campo,39.62881998,342.0,274,701003,-6.36293793
6347,Santiago del Collado,40.43356101,1224.0,184,670502,-5.35658286
6348,Santiago del Teide,28.29582846,935.0,10468,659603,-16.81332053
6349,Aliseda de Tormes,40.33042306,1125.0,151,670502,-5.39855186
6350,Santiago de la Espada,38.11250153,1324.0,3422,612302,-2.55068654
6351,Santibáñez de Béjar,40.48746326,920.0,494,673701,-5.61175397
6352,Santibáñez de Ecla,42.70761452,963.0,65,673402,-4.37430444
6353,Santibáñez de Esgueva,41.83439424,917.0,106,670904,-3.75853745
6354,Santibáñez de Tera,41.98576025,725.0,420,674902,-5.92455592
6355,Santibáñez de Valcorba,41.57006708,746.0,189,674701,-4.45142112
6356,Santibáñez de Vidriales,42.07810600,742.0,1067,674902,-6.01341221
6357,Santibáñez de la Peña,42.81023669,1120.0,1121,673401,-4.73016834
6358,Santibáñez de la Sierra,40.49407899,605.0,197,673703,-5.91534796
6359,Santibáñez del Val,41.97328670,939.0,56,670905,-3.48107051
6360,Santibáñez el Alto,40.18645055,673.0,372,701001,-6.54804735
6361,Santibáñez el Bajo,40.17697087,380.0,757,701001,-6.22076277
6362,Santillana del Mar,43.39216627,80.0,4197,663901,-4.10656329
6363,Santiponce,37.43302379,15.0,8439,614102,-6.03627975
6364,Agro do Chao,42.85541959,375.0,1742,711503,-8.06272181
6365,Santisteban del Puerto,38.25070040,681.0,4712,612301,-3.20529254
6366,Santiurde de Reinosa,43.06107673,670.0,285,663903,-4.08341498
6367,Santiurde de Toranzo,43.23717626,124.0,1581,663903,-3.93945820
6368,Santiuste,41.08500137,915.0,20,681901,-2.80883960
6369,"Mata, La",41.09024938,1104.0,116,674002,-3.88587239
6370,Santiuste de San Juan Bautista,41.15717398,818.0,622,674001,-4.57205627
6371,Santiz,41.20420730,895.0,247,673701,-5.89478405
6372,Villanueva,43.27080128,171.0,256,633304,-6.00126868
6373,Santo Domingo de Pirón,41.04076125,1079.0,59,674002,-3.98969264
6374,Santo Domingo de Silos,41.96290621,1015.0,302,670905,-3.41763687
6375,Santo Domingo de la Calzada,42.44063181,640.0,6520,762601,-2.95339794
6376,Santo Domingo de las Posadas,40.81240832,928.0,79,670501,-4.63302434
6377,Val de Santo Domingo,40.01434958,543.0,1050,684502,-4.32665355
6378,Santo Tomé,38.02859203,457.0,2330,612302,-3.10189147
6379,Santo Tomé de Zabarcos,40.78778403,959.0,72,670501,-4.91030758
6380,Villarejo,41.18367651,1082.0,287,674002,-3.61709832
6381,Santomera,38.06108560,38.0,15860,733003,-1.04750884
6382,Santorcaz,40.47230281,876.0,833,722802,-3.23495921
6383,"Santos de Maimona, Los",38.44923755,526.0,8249,700603,-6.38368803
6384,"Santos de la Humosa, Los",40.50145795,870.0,2445,722802,-3.25964392
6385,"Santos, Los",40.54394177,937.0,643,673703,-5.79666635
6386,Santovenia,41.87948085,708.0,284,674902,-5.70869351
6387,Santovenia de Pisuerga,41.69635532,692.0,4155,674701,-4.69103130
6388,Santovenia de la Valdoncina,42.54304899,836.0,1996,672403,-5.62140395
6389,Santoyo,42.21475049,796.0,230,673402,-4.34322857
6390,Santoña,43.44426205,3.0,11222,663901,-3.45530679
6391,Santpedor,41.78453445,323.0,7384,690802,1.83917708
6392,Santurde de Rioja,42.38966574,714.0,291,762602,-2.98016437
6393,Santurdejo,42.37786022,781.0,126,762602,-2.95429551
6394,Santurtzi,43.32400824,82.0,46651,754801,-3.03869859
6395,Sanxenxo,42.40424723,52.0,17543,713601,-8.80665428
6396,Sanzoles,41.43260017,711.0,559,674902,-5.56747251
6397,Sardón de Duero,41.60927075,723.0,649,674701,-4.43376809
6398,Sardón de los Frailes,41.21396341,744.0,85,673701,-6.27056621
6399,Sargentes de la Lora,42.76908628,1011.0,134,670901,-3.87403505
6400,Vega,43.40984728,287.0,1295,633304,-5.55834134
6401,Sariegos del Bernesga,42.64737442,864.0,4819,672403,-5.63114916
6402,Sariñena,41.79070883,282.0,4293,622203,-0.15766688
6403,Saro,43.26090320,158.0,504,663903,-3.83238302
6404,Sarracín,42.25878140,856.0,260,670904,-3.69479502
6405,Sarral,41.44443170,462.0,1595,694302,1.24914122
6406,Sarreaus,42.08858226,644.0,1313,713203,-7.60355062
6407,Sarria,42.77743267,451.0,13504,712702,-7.41421672
6408,Sarrià de Ter,42.01555439,66.0,4937,691702,2.82391820
6409,Sarriés/Sartze,42.83503166,683.0,62,743103,-1.10076187
6410,Sarrión,40.14094343,988.0,1152,624402,-0.81521369
6411,Sarroca de Bellera,42.35942078,998.0,124,692502,0.88095633
6412,Sarroca de Lleida,41.45853936,199.0,403,692503,0.56193530
6413,Sartaguda,42.38291056,337.0,1317,743104,-2.05732350
6414,Sartajada,40.21176822,459.0,104,684501,-4.79156162
6415,Sasamón,42.41824250,828.0,1093,670904,-4.04417354
6416,Saucedilla,39.85142139,257.0,847,701002,-5.67439193
6417,"Saucejo, El",37.07107032,532.0,4407,614103,-5.09744762
6418,Saucelle,41.04786449,664.0,339,673701,-6.75136873
6419,Sauquillo de Cabezas,41.19514604,906.0,200,674001,-4.06863454
6420,Camallera,42.13285220,79.0,815,691703,2.97833954
6421,"Sauzal, El",28.47725026,356.0,8998,659601,-16.43557849
6422,Savallà del Comtat,41.54322670,828.0,65,694302,1.29951628
6423,Escairón,42.58499807,606.0,4113,712704,-7.64152461
6424,Sax,38.53849557,473.0,9741,770302,-0.81692328
