,capital,latitud_dec,altitud,num_hab,zona_comarcal,longitud_dec
0,Ababuj,40.54845854,1372.0,65,624401,-0.80780117
1,Abades,40.91634014,971.0,873,674001,-4.26787389
2,Abadiño-Zelaieta,43.14764599,144.0,7504,754802,-2.60687319
3,Abadía,40.25953202,451.0,324,701001,-5.97785806
4,Abadín o Provecende,43.36302076,515.0,2646,712702,-7.47214495
5,Abajas,42.62324935,839.0,29,670902,-3.58176303
6,Abaltzisketa,43.04671843,374.0,329,752002,-2.10562430
7,Abanilla,38.20788917,222.0,6435,733003,-1.04259775
8,Abanto,41.13823568,929.0,113,625002,-1.69921759
9,Gallarta,43.31082699,100.0,9688,754802,-3.07319265
10,Abarca de Campos,42.06341982,758.0,42,673402,-4.84050594
11,Abarán,38.20259944,173.0,13086,733003,-1.40118044
12,Abaurregaina/Abaurrea Alta,42.90411944,1056.0,132,743103,-1.20924899
13,Abaurrepea/Abaurrea Baja,42.91190255,869.0,38,743103,-1.21577352
14,San Marco,43.22787288,142.0,5585,711501,-8.28854794
15,Abejar,41.80792790,1140.0,346,674201,-2.78291427
16,Abejuela,39.90992613,1168.0,41,624402,-0.89343176
17,Abella de la Conca,42.16142117,954.0,170,692502,1.09177173
18,Abengibre,39.21000780,634.0,775,680201,-1.54384487
19,Abenójar,38.87961452,612.0,1520,681303,-4.35762706
20,Muniáin de la Solana,42.61951216,516.0,382,743102,-2.00860462
21,Abertura,39.24314262,396.0,436,701004,-5.81393908
22,Abezames,41.62553743,733.0,72,674902,-5.42555570
23,Abia de la Obispalía,40.01915175,1022.0,80,681602,-2.39574988
24,Abia de las Torres,42.41894333,842.0,184,673402,-4.42286282
25,Abiego,42.12136340,536.0,267,622202,-0.07070538
26,Abizanda,42.24285040,638.0,140,622201,0.19783256
27,Abla,37.14120990,853.0,1426,610402,-2.77953953
28,Ablanque,40.89821141,1061.0,80,681901,-2.22937043
29,Ablitas,41.97369427,386.0,2549,743104,-1.63844870
30,Abrera,41.51794352,106.0,12125,690803,1.90221018
31,Abrucena,37.13218285,986.0,1262,610402,-2.79746690
32,Abusejo,40.70974359,839.0,220,673701,-6.14229505
33,Abáigar,42.64758434,486.0,98,743102,-2.14259213
34,Abánades,40.89268689,1039.0,61,681901,-2.48589722
35,Abárzuza/Abartzuza,42.72744993,560.0,556,743102,-2.02195793
36,"Acebeda, La",41.08669701,1271.0,67,722801,-3.62520402
37,Acebedo,43.03940488,1153.0,222,672401,-5.11654364
38,Acebo,40.20164733,509.0,594,701001,-6.71717386
39,"Acebrón, El",39.90870905,759.0,238,681603,-2.98521139
40,Acedera,39.07492505,316.0,831,700601,-5.57151763
41,Acehúche,39.80103034,340.0,829,701002,-6.63471528
42,Aceituna,40.14919147,477.0,615,701001,-6.33134449
43,Acered,41.17047963,835.0,220,625002,-1.60429853
44,Aceuchal,38.64700914,303.0,5538,700603,-6.48701436
45,Adahuesca,42.14589803,616.0,172,622202,-0.00778658
46,Adalia,41.65025211,783.0,57,674701,-5.12051384
47,Adamuz,38.02512572,241.0,4398,611402,-4.52617749
48,Adanero,40.94423557,910.0,204,670501,-4.60377542
49,Adeje,28.12049369,218.0,46667,659603,-16.72245684
50,Ademuz,40.06120013,756.0,1179,774601,-1.28669047
51,Adiós,42.68647787,478.0,170,743102,-1.73632112
52,Adobes,40.67676457,1380.0,44,681902,-1.67947053
53,Ador,38.91881333,100.0,1411,774604,-0.22439286
54,Adra,36.74868325,14.0,24782,610403,-3.02330257
55,Adrada de Haza,41.59422333,822.0,230,670904,-3.82309492
56,Adrada de Pirón,41.05158774,1020.0,36,674002,-4.04989926
57,"Adrada, La",40.30136381,624.0,2663,670503,-4.63746033
58,Adradas,41.35106664,1051.0,53,674203,-2.47377986
59,Adrados,41.36859480,878.0,156,674001,-4.11562511
60,Aduna,43.20340038,129.0,471,752002,-2.04978935
61,Agaete,28.09862641,45.0,5656,659001,-15.69904438
62,Agallas,40.44825100,803.0,158,673702,-6.44086910
63,Agolada,42.76310619,581.0,2651,713602,-8.01769613
64,Agoncillo,42.44592226,346.0,1173,762601,-2.29164990
65,Agost,38.43949316,331.0,4752,770303,-0.63891979
66,Agramunt,41.78736558,336.0,5515,692503,1.09922357
67,Agres,38.78000404,719.0,583,770301,-0.51595543
68,Agrón,37.03037591,1059.0,313,611801,-3.83009744
69,Aguadulce,37.25197969,264.0,2149,614103,-4.99341911
70,Aguarón,41.33848892,650.0,796,625002,-1.26960814
71,Río Quintanilla,42.71727408,744.0,63,670902,-3.50447563
72,Aguasal,41.27453068,753.0,26,674701,-4.65253556
73,Aguatón,40.67128085,1224.0,18,624401,-1.23376877
74,Aguaviva,40.82246644,549.0,605,624403,-0.19721142
75,Agudo,38.97881558,569.0,1785,681303,-4.87264671
76,Aguilafuente,41.22794795,887.0,647,674001,-4.11194224
77,Aguilar de Bureba,42.59013202,683.0,69,670902,-3.32851643
78,Aguilar de Campoo,42.79264578,897.0,7088,673402,-4.25993817
79,Aguilar de Campos,41.98485705,775.0,295,674701,-5.17938513
80,Aguilar de Codés,42.61337016,728.0,94,743102,-2.38922737
81,Aguilar de Segarra,41.74831278,533.0,251,690802,1.62936702
82,Aguilar de la Frontera,37.52004219,379.0,13631,611403,-4.66061547
83,Aguilar del Alfambra,40.59024818,1304.0,77,624401,-0.79655771
84,Aguilar del Río Alhama,41.96170118,638.0,511,762602,-1.99412160
85,Aguilón,41.29652143,686.0,260,625002,-1.04556320
86,Agullana,42.39402494,162.0,826,691701,2.84657328
87,Agullent,38.82229442,411.0,2435,774603,-0.54782899
88,Agulo,28.18761937,153.0,1086,659401,-17.19184774
89,Agón,41.85576815,322.0,155,625002,-1.45183776
90,Agüero,42.35494981,695.0,150,622202,-0.79441820
91,Agüimes,27.90513756,279.0,30244,659004,-15.44475728
92,Ahigal,40.18710820,377.0,1454,701001,-6.18738129
93,Ahigal de Villarino,41.15796469,764.0,37,673701,-6.37930035
94,Ahigal de los Aceiteros,40.87229512,632.0,143,673701,-6.74689866
95,Ahillones,38.26032661,580.0,990,700604,-5.86674807
96,Aia,43.23615037,311.0,2039,752001,-2.14903622
97,Aibar/Oibar,42.59224246,560.0,836,743102,-1.35974230
98,Aielo de Malferit,38.87774947,289.0,4657,774603,-0.59147520
99,Aielo de Rugat,38.88172539,265.0,166,774603,-0.34335159
100,Aiguafreda,41.76840775,405.0,2498,690802,2.25066785
101,Santes Creus,41.32933899,273.0,909,694302,1.35854088
102,Aiguaviva,41.93845315,164.0,783,691702,2.76163011
103,Aigües,38.49887092,332.0,984,770303,-0.36258669
104,Ainzón,41.81670398,432.0,1162,625002,-1.51925171
105,Aisa,42.67964879,1041.0,363,622201,-0.61987313
106,Aitona,41.49464547,108.0,2415,692503,0.45794580
107,Aizarnazabal,43.25567750,58.0,775,752001,-2.23623444
108,Ajalvir,40.53506813,680.0,4339,722802,-3.48071016
109,Ajamil de Cameros,42.16750753,1039.0,72,762602,-2.48762529
110,Mendieta,43.30828439,37.0,463,754801,-2.66433285
111,Ajofrín,39.71353745,773.0,2336,684503,-3.98225489
112,Alacón,41.02331848,698.0,314,624403,-0.69647160
113,Aladrén,41.24916598,775.0,54,625002,-1.15604660
114,Alaejos,41.30756844,752.0,1429,674701,-5.21675691
115,Alagón,41.77030322,235.0,7052,625003,-1.12214332
116,Alagón del Río,39.97359138,260.0,936,701002,-6.31697452
117,Alaior,39.93484767,129.0,9162,645501,4.13954133
118,Alajeró,28.06238287,803.0,1954,659401,-17.23786066
119,Alameda,37.20945870,433.0,5403,612901,-4.66026922
120,"Alameda de Gardón, La",40.65030070,712.0,92,673701,-6.75822367
121,Alameda de la Sagra,40.01343634,595.0,3509,684502,-3.79673062
122,Alameda del Valle,40.91658315,1104.0,224,722801,-3.84366195
123,Alamedilla,37.58043998,861.0,658,611802,-3.24475946
124,"Alamedilla, La",40.47239117,756.0,150,673701,-6.82757395
125,Alamillo,38.67690477,446.0,531,681304,-4.79003492
126,Alaminos,40.86320359,1064.0,71,681903,-2.72589856
127,"Alamús, Els",41.61621371,211.0,769,692503,0.73943650
128,Alange,38.78524438,322.0,1946,700603,-6.24722704
129,Alanís,38.03730155,673.0,1832,614101,-5.71549984
130,Alaquàs,39.45807854,45.0,29964,774602,-0.46015527
131,Alar del Rey,42.66001057,851.0,989,673402,-4.31130963
132,Alaraz,40.74752801,881.0,509,673701,-5.28800069
133,Alarba,41.20459678,849.0,153,625002,-1.61294807
134,Alarcón,39.54670505,840.0,149,681603,-2.08620320
135,Alarilla,40.84985405,830.0,99,681903,-3.10521744
136,Alaró,39.70531287,224.0,5227,645403,2.78929422
137,Alatoz,39.09494843,858.0,580,680201,-1.36097604
138,Alba,40.61782196,975.0,212,624401,-1.34533155
139,Alba de Cerrato,41.81249794,782.0,87,673402,-4.36593330
140,Alba de Tormes,40.82743588,836.0,5341,673701,-5.51211229
141,Alba de Yeltes,40.67159061,786.0,234,673701,-6.31599973
142,Albacete,38.99588053,681.0,172487,680201,-1.85574745
143,"Albagés, L'",41.44904442,372.0,419,692503,0.73854698
144,Albaida,38.84180459,311.0,6031,774603,-0.51986706
145,Albaida del Aljarafe,37.42711042,164.0,3089,614102,-6.16648075
146,Albal,39.39721187,10.0,15935,774602,-0.41464448
147,Albaladejo,38.61923882,937.0,1398,681302,-2.80484449
148,Albaladejo del Cuende,39.80787144,915.0,301,681603,-2.23018373
149,Albalat de la Ribera,39.20127117,11.0,3485,774604,-0.38619815
150,Albalat dels Sorells,39.54379091,17.0,3937,774602,-0.34583998
151,Albalat dels Tarongers,39.70270205,97.0,1163,774602,-0.33712468
152,Albalate de Cinca,41.72129514,189.0,1201,622203,0.14512716
153,Albalate de Zorita,40.30728662,759.0,1022,681903,-2.84352592
154,Albalate de las Nogueras,40.36623912,852.0,288,681601,-2.27664306
155,Albalate del Arzobispo,41.12084779,343.0,2025,624403,-0.51092341
156,Albalatillo,41.73693309,261.0,207,622203,-0.15067546
157,Albalá,39.25569733,502.0,723,701003,-6.18502247
158,Albanchez de Mágina,37.79019044,862.0,1140,612304,-3.46650587
159,Albanyà,42.30454655,234.0,155,691701,2.72019727
160,Albares,40.30753483,742.0,542,681903,-3.01130220
161,Albarracín,40.40668217,1170.0,1059,624401,-1.44449794
162,Albarreal de Tajo,39.89733776,451.0,734,684502,-4.22825628
163,Albatana,38.57087540,582.0,748,680203,-1.52275248
164,Albatera,38.17894636,15.0,11767,770303,-0.86792141
165,Albatàrrec,41.57246685,146.0,2139,692503,0.60330154
166,Albelda,41.86532533,360.0,762,622203,0.46106724
167,Albelda de Iregua,42.35697454,537.0,3269,762601,-2.47260697
168,Albendea,40.48735502,831.0,144,681601,-2.41843336
169,Albendiego,41.22747368,1189.0,39,681901,-3.05238595
170,Albentosa,40.10275557,960.0,279,624402,-0.76981698
171,"Alberca de Záncara, La",39.51323012,811.0,1769,681603,-2.49058346
172,"Alberca, La",40.48866243,1044.0,1126,673702,-6.10993723
173,"Alberguería de Argañán, La",40.41223781,736.0,140,673701,-6.81331694
174,Alberic,39.11685193,26.0,10826,774604,-0.51744033
175,Alberite,42.40622168,449.0,2562,762601,-2.44084091
176,Alberite de San Juan,41.82047221,378.0,86,625002,-1.47138793
177,Albero Alto,42.05012017,442.0,125,622202,-0.33683273
178,Albero Bajo,42.02477494,408.0,122,622202,-0.38085369
179,Alberuela de Tubo,41.90818369,352.0,327,622203,-0.21403714
180,Albesa,41.75100558,236.0,1608,692503,0.66045960
181,Albeta,41.82722238,412.0,153,625002,-1.50040452
182,"Albi, L'",41.42217677,527.0,834,692503,0.93684438
183,Albillos,42.27617073,830.0,223,670904,-3.79109464
184,Albinyana,41.24598683,200.0,2335,694303,1.48632206
185,"Albiol, L'",41.25186573,822.0,458,694305,1.08979953
186,Albiztur,43.12935420,278.0,327,752002,-2.13699819
187,Albocàsser,40.35792479,538.0,1351,771204,0.02412299
188,Alboloduy,37.03339629,381.0,642,610403,-2.62168571
189,Albolote,37.23090185,649.0,18306,611801,-3.65748033
190,Albondón,36.82729026,898.0,797,611804,-3.21087374
191,Albons,42.10437187,25.0,727,691703,3.08590521
192,Alborache,39.39152396,311.0,1185,774602,-0.77134683
193,Alboraya,39.50024605,6.0,23572,774602,-0.34992845
194,Alborea,39.27835442,706.0,778,680201,-1.39670449
195,Alborge,41.33502243,150.0,124,625003,-0.35862022
196,Albornos,40.83545261,911.0,205,670501,-4.88627099
197,Albox,37.38850758,420.0,11715,610401,-2.14799133
198,Albudeite,38.02822198,182.0,1383,733003,-1.38554425
199,"Albuera, La",38.71641036,251.0,2029,700601,-6.82266160
200,Albuixech,39.54500337,7.0,3920,774602,-0.32290668
201,Alburquerque,39.21986861,430.0,5524,700601,-7.00101838
202,Albuñol,36.79129267,240.0,6853,611804,-3.20167375
203,Albuñuelas,36.92926956,734.0,889,611803,-3.62953573
204,Albuñán,37.22739368,1114.0,430,611802,-3.13273196
205,Albánchez,37.28686167,487.0,772,610401,-2.18135854
206,Alcabón,40.00081296,530.0,710,684502,-4.36889281
207,Alcadozo,38.64897580,925.0,684,680202,-1.98022750
208,Alcaine,40.95374009,658.0,72,624402,-0.70560643
209,Alcalalí,38.74965349,226.0,1350,770301,-0.04160798
210,Alcalà de Xivert,40.30417404,158.0,7233,771204,0.22571524
211,Alcalá de Ebro,41.81558439,225.0,281,625003,-1.19436833
212,Alcalá de Guadaíra,37.33466457,43.0,74404,614102,-5.85065057
213,Alcalá de Gurrea,42.06736004,471.0,277,622202,-0.68683169
214,Alcalá de Henares,40.48033232,587.0,200768,722802,-3.36925102
215,Alcalá de Moncayo,41.78627271,763.0,183,625002,-1.69707293
216,Alcalá de la Selva,40.37166968,1403.0,424,624402,-0.72039440
217,Alcalá de la Vega,40.02719047,1194.0,107,681602,-1.52560035
218,Alcalá de los Gazules,36.46294815,212.0,5377,611102,-5.72311956
219,Alcalá del Júcar,39.19320180,547.0,1307,680201,-1.42932697
220,Alcalá del Obispo,42.07761628,521.0,349,622202,-0.29309585
221,Alcalá del Río,37.51710860,23.0,11690,614102,-5.97857253
222,Alcalá del Valle,36.90506622,618.0,5221,611101,-5.17259873
223,Alcalá la Real,37.45979131,1029.0,22324,612304,-3.92944941
224,Alcampell,41.90586236,499.0,707,622203,0.43199805
225,Alcanadre,42.40429832,348.0,701,762601,-2.12053306
226,Alcanar,40.54396913,70.0,9637,694304,0.48110591
227,Alcantarilla,37.97168060,70.0,40907,733003,-1.21291206
228,Alcantud,40.54840902,843.0,73,681601,-2.33196424
229,Alcanó,41.48098212,214.0,242,692503,0.61727597
230,Alcaracejos,38.38656136,609.0,1527,611401,-4.96709118
231,Alcaraz,38.66425104,953.0,1533,680202,-2.49034957
232,Alcarràs,41.56301538,134.0,9252,692503,0.52411008
233,Alcaucín,36.90250323,505.0,2454,612904,-4.11413368
234,Alcaudete,37.59013356,675.0,10896,612303,-4.08750989
235,Alcaudete de la Jara,39.78836407,412.0,1955,684502,-4.87037733
236,Alcazarén,41.37956285,731.0,675,674701,-4.67125117
237,Alcañices,41.69839436,806.0,1101,674902,-6.34943716
238,Alcañiz,41.05125534,335.0,16333,624403,-0.13284433
239,Alcañizo,39.90341743,373.0,304,684502,-5.10585907
240,Alcoba,39.26111875,639.0,639,681301,-4.47679962
241,Alcobendas,40.54104188,669.0,112188,722802,-3.63240185
242,Alcocer,40.46888630,782.0,334,681903,-2.60873463
243,Alcocer de Planes,38.79447224,345.0,238,770301,-0.40197036
244,Alcocero de Mola,42.47376788,798.0,33,670902,-3.35835902
245,Alcohujate,40.41718948,810.0,36,681601,-2.61587170
246,Alcolea,36.97361957,746.0,861,610403,-2.96066637
247,Alcolea de Calatrava,38.98670022,652.0,1513,681303,-4.11605576
248,Alcolea de Cinca,41.71828100,186.0,1136,622203,0.11891268
249,Alcolea de Tajo,39.80910603,353.0,875,684502,-5.14799672
250,Alcolea de las Peñas,41.20964689,1001.0,11,681901,-2.78476205
251,Alcolea del Pinar,41.03561797,1203.0,348,681901,-2.46742871
252,Alcolea del Río,37.61469683,32.0,3402,614102,-5.67165417
253,Alcoleja,38.67548564,735.0,191,770301,-0.33100925
254,Alcoletge,41.64854933,215.0,3270,692503,0.69423798
255,Alcollarín,39.24407471,308.0,270,701004,-5.74011861
256,Alconaba,41.72414597,1008.0,198,674202,-2.38569404
257,Alconada,40.91087853,829.0,161,673701,-5.36395007
258,Alconada de Maderuelo,41.45029431,946.0,33,674001,-3.48651859
259,Alconchel,38.51593336,277.0,1840,700601,-7.07139710
260,Alconchel de Ariza,41.20465968,893.0,82,625002,-2.12311327
261,Alconchel de la Estrella,39.71896379,839.0,117,681603,-2.57570176
262,Alconera,38.39819740,515.0,743,700604,-6.47650617
263,"Alcora, l'",40.07561838,280.0,10672,771203,-0.21228342
264,Alcorcón,40.35156977,711.0,170336,722802,-3.82849494
265,Alcorisa,40.89137363,632.0,3433,624403,-0.38074056
266,Alcoroches,40.62732304,1414.0,141,681902,-1.74456482
267,Alcover,41.26284738,244.0,5131,694302,1.16865860
268,Alcoy/Alcoi,38.69836894,561.0,59675,770302,-0.47318376
269,Alcubierre,41.80686474,460.0,401,622203,-0.45336179
270,Alcubilla de Avellaneda,41.72597032,927.0,146,674202,-3.30409188
271,Alcubilla de Nogales,42.12775291,777.0,137,674902,-5.92188948
272,Alcubilla de las Peñas,41.25195347,1141.0,63,674203,-2.52741712
273,Alcubillas,38.75224968,806.0,527,681302,-3.13477690
274,Alcublas,39.79738167,775.0,750,774602,-0.70230954
275,Alcudia de Monteagud,37.23587193,1025.0,140,610401,-2.26678969
276,Alcudia de Veo,39.91552966,469.0,218,771203,-0.35475966
277,Alcuéscar,39.18120757,487.0,2809,701004,-6.22952976
278,Alcàntera de Xúquer,39.07065300,37.0,1350,774604,-0.55970929
279,Alcàsser,39.36854313,27.0,9527,774602,-0.44426722
280,Alcántara,39.72044261,228.0,1571,701003,-6.88754177
281,Alcázar de San Juan,39.38878541,643.0,31650,681302,-3.20565748
282,Alcázar del Rey,40.06337697,883.0,150,681603,-2.80919335
283,"Alcázares, Los",37.73327815,3.0,15735,733005,-0.85304369
284,Alcóntar,37.33611796,955.0,578,610401,-2.59756879
285,Alcúdia,39.85133232,15.0,19768,645402,3.12052167
286,"Alcúdia de Crespins, l'",38.97021311,158.0,5231,774603,-0.58999491
287,"Alcúdia, l'",39.19576372,32.0,11615,774604,-0.50645447
288,Aldaia,39.46491997,45.0,31000,774602,-0.46197516
289,Aldea Real,41.18523007,881.0,341,674001,-4.16510173
290,Aldea de San Miguel,41.46115669,738.0,234,674701,-4.61850454
291,"Aldea de San Nicolás, La",27.98416471,69.0,8225,659004,-15.78024028
292,Aldea del Cano,39.28802899,391.0,683,701003,-6.31924726
293,Aldea del Fresno,40.32590971,467.0,2528,722803,-4.20244123
294,Aldea del Obispo,40.70728221,690.0,326,673701,-6.79136324
295,"Aldea del Obispo, La",39.56257272,442.0,326,701003,-5.91203013
296,Aldea del Rey,38.74165629,663.0,1858,681303,-3.83953334
297,Aldea en Cabo,40.18510654,502.0,185,684501,-4.45878497
298,"Aldea, L'",40.74056185,11.0,4376,694304,0.60849180
299,Aldeacentenera,39.52726878,565.0,630,701004,-5.62949879
300,Aldeacipreste,40.38095565,864.0,130,673703,-5.89609156
301,Aldeadávila de la Ribera,41.21845758,687.0,1288,673701,-6.61955778
302,Aldealafuente,41.67190859,1010.0,94,674202,-2.32538048
303,Aldealcorvo,41.24400157,956.0,18,674001,-3.79129907
304,Aldealengua,40.98227385,790.0,678,673701,-5.54963390
305,Ceguilla,41.06403629,1207.0,89,674002,-3.80605234
306,Aldealengua de Santa María,41.46215316,948.0,58,674001,-3.46774745
307,Aldealices,41.89982674,1127.0,26,674201,-2.30977182
308,Aldealpozo,41.78155723,1053.0,23,674201,-2.20662758
309,Aldealseñor,41.87900102,1089.0,44,674201,-2.31545582
310,Aldeamayor de San Martín,41.51174709,704.0,4891,674701,-4.63966658
311,Aldeanueva de Barbarroya,39.75906357,510.0,627,684502,-5.01945289
312,Aldeanueva de Ebro,42.22958732,343.0,2803,762601,-1.88805460
313,Aldeanueva de Figueroa,41.14689386,865.0,286,673701,-5.52347397
314,Aldeanueva de Guadalajara,40.68184578,946.0,81,681903,-3.04610613
315,Aldeanueva de San Bartolomé,39.63777466,577.0,473,684502,-5.11355468
316,Aldeanueva de Santa Cruz,40.38196006,1162.0,132,670502,-5.41959204
317,Aldeanueva de la Serrezuela,41.46091726,1147.0,54,674001,-3.78295833
318,Aldeanueva de la Sierra,40.61484759,981.0,113,673702,-6.09975201
319,Aldeanueva de la Vera,40.13008193,658.0,2163,701001,-5.69860869
320,Aldeanueva del Camino,40.26017589,523.0,796,701001,-5.92688369
321,Aldeanueva del Codonal,41.08340234,858.0,139,674001,-4.54334402
322,Aldeaquemada,38.41203515,698.0,536,612301,-3.37167309
323,Aldearrodrigo,41.11036473,782.0,155,673701,-5.80622486
324,Aldearrubia,41.00767773,811.0,494,673701,-5.49931896
325,Aldeaseca,41.04920154,859.0,254,670501,-4.81751947
326,Aldeaseca de Alba,40.81839321,862.0,83,673701,-5.44630017
327,Aldeaseca de la Frontera,40.94195300,869.0,290,673701,-5.20729713
328,Aldeasoña,41.47135098,833.0,67,674001,-4.05567251
329,Aldeatejada,40.92258038,794.0,1673,673701,-5.69271976
330,Aldeavieja de Tormes,40.58329506,909.0,101,673701,-5.61727689
331,Aldehorno,41.51275118,957.0,53,674001,-3.77937609
332,Aldehuela de Jerte,40.01018979,263.0,375,701002,-6.23792328
333,Aldehuela de Liestos,41.06435578,986.0,50,625002,-1.70175827
334,Aldehuela de Periáñez,41.80830390,1051.0,39,674201,-2.30609736
335,Aldehuela de Yeltes,40.66181147,835.0,221,673701,-6.24237223
336,Aldehuela de la Bóveda,40.84367513,791.0,303,673701,-6.04823708
337,Aldehuela del Codonal,41.05560132,857.0,31,674001,-4.53683932
338,"Aldehuela, La",40.40948687,1068.0,177,670502,-5.40842904
339,"Aldehuelas, Las",41.99496530,1254.0,75,674201,-2.36600839
340,Aldeire,37.16037152,1274.0,644,611802,-3.07267592
341,Aldeonte,41.35102075,967.0,62,674001,-3.67854984
342,Aldover,40.88005368,14.0,940,694305,0.50001936
343,Aledo,37.79182064,616.0,986,733004,-1.57298218
344,Alegia,43.10024762,96.0,1744,752002,-2.09931411
345,Alegría-Dulantzi,42.83981158,568.0,2925,750102,-2.51243731
346,"Aleixar, L'",41.20213628,258.0,891,694302,1.04627339
347,Alella,41.49387798,92.0,9651,690804,2.29439029
348,Alentisque,41.42055303,1062.0,33,674202,-2.33196346
349,Alerre,42.16281363,504.0,213,622202,-0.46301496
350,Alesanco,42.41347595,567.0,528,762601,-2.81705346
351,Alesón,42.40509672,575.0,117,762601,-2.69021015
352,Alfacar,37.23688695,919.0,5490,611801,-3.57046354
353,Alfafar,39.42259817,11.0,21305,774602,-0.39004439
354,Alfafara,38.77274828,580.0,418,770301,-0.55552339
355,Alfajarín,41.61525007,193.0,2250,625003,-0.70180187
356,Alfambra,40.54604768,1049.0,587,624401,-1.03356435
357,Alfamén,41.43981344,446.0,1475,625002,-1.24312168
358,Alfara de Carles,40.87290535,336.0,395,694305,0.40041426
359,Alfara de la Baronia,39.76293575,175.0,545,774602,-0.35498566
360,Alfara del Patriarca,39.54406602,30.0,3219,774602,-0.38497191
361,Alfaraz,41.22741020,813.0,157,674902,-5.98281029
362,Alfarnate,36.99507375,887.0,1198,612904,-4.25967244
363,Alfarnatejo,36.97957361,858.0,477,612904,-4.27201165
364,Alfaro,42.17839836,300.0,9688,762601,-1.74928300
365,Alfarp,39.27680966,91.0,1553,774604,-0.55951060
366,Alfarrasí,38.90397541,193.0,1252,774603,-0.49639575
367,Alfarràs,41.82906515,280.0,3003,692503,0.57295527
368,Alfauir,38.92780849,86.0,438,774604,-0.25158611
369,Alfondeguilla,39.83786953,213.0,893,771204,-0.26847055
370,Alforja,41.20997627,373.0,1859,694305,0.97506058
371,Alforque,41.32834097,165.0,70,625003,-0.38546374
372,"Seara, A",43.52899938,83.0,1903,712701,-7.40902014
373,Barrio de Bricia,42.90751582,1021.0,76,670901,-3.84781048
374,Novales,43.37843804,44.0,2499,663901,-4.17925871
375,Quintanadueñas,42.38482545,849.0,1995,670904,-3.73605255
376,Santa Gadea de Alfoz,42.95577592,893.0,111,670901,-3.95206783
377,"Alfàs del Pi, l'",38.58009496,89.0,21357,770303,-0.10260020
378,Alfántega,41.82877093,248.0,136,622203,0.14736250
379,Alfés,41.52241670,239.0,315,692503,0.62011828
380,"Algaba, La",37.46108715,9.0,16105,614102,-6.01324202
381,Algadefe,42.21845829,738.0,300,672403,-5.58345899
382,Algaida,39.55960002,194.0,5354,645403,2.89590963
383,Algar,36.65594556,205.0,1482,611102,-5.65719916
384,Algar de Mesa,41.13375349,900.0,58,681902,-1.95910581
385,Algar de Palancia,39.78109220,187.0,495,774602,-0.36745953
386,Algarinejo,37.32575532,606.0,2875,611801,-4.15798102
387,Algarra,40.00159068,1267.0,25,681602,-1.43592559
388,Algarrobo,36.77326211,105.0,6103,612904,-4.03990708
389,Algatocín,36.57399487,719.0,844,612902,-5.27481050
390,Algeciras,36.13137811,19.0,117974,611104,-5.44774178
391,Algemesí,39.18907270,17.0,27808,774604,-0.43644269
392,Algerri,41.81439813,342.0,423,692503,0.63836183
393,Algete,40.59595962,704.0,20102,722802,-3.49771503
394,Algimia de Alfara,39.75243658,173.0,1043,774602,-0.36230820
395,Algimia de Almonacid,39.91434606,483.0,292,771203,-0.44208730
396,Alginet,39.26153042,32.0,13060,774604,-0.46964795
397,Algodonales,36.88076763,366.0,5677,611101,-5.40470441
398,Algodre,41.56507478,661.0,166,674902,-5.60389315
399,Algora,40.96451938,1116.0,80,681901,-2.66723541
400,Algorfa,38.08681637,23.0,3799,770303,-0.79568423
401,Alguaire,41.73631716,304.0,3093,692503,0.58391814
402,Alguazas,38.05030529,88.0,9593,733003,-1.24136075
403,Algueña,38.33800138,530.0,1457,770302,-1.00303745
404,Algámitas,37.01441356,428.0,1316,614103,-5.15001590
405,Alhabia,36.98991242,290.0,681,610403,-2.58702093
406,Alhama de Almería,36.95718281,520.0,3753,610403,-2.56977648
407,Alhama de Aragón,41.29507154,659.0,1115,625002,-1.89527354
408,Alhama de Granada,37.00376360,889.0,6191,611801,-3.98605626
409,Alhama de Murcia,37.85237594,202.0,21298,733004,-1.42462332
410,Alhambra,38.89965302,860.0,1054,681302,-3.05432597
411,Alhaurín de la Torre,36.66314911,99.0,38300,612903,-4.56045090
412,Alhaurín el Grande,36.64510025,240.0,24210,612903,-4.68702469
413,Alhendín,37.10823076,736.0,8306,611801,-3.64587295
414,Alhóndiga,40.52587389,815.0,196,681903,-2.82358250
415,Aliaga,40.67415567,1105.0,358,624402,-0.70190468
416,Aliaguilla,39.74122675,1005.0,710,681602,-1.32526984
417,Alicante/Alacant,38.34548705,5.0,332067,770303,-0.48318320
418,Alicún,36.96671607,414.0,239,610403,-2.60215517
419,Alicún de Ortega,37.60839263,700.0,529,611802,-3.13664857
420,Alija del Infantado,42.13994568,734.0,758,672403,-5.83073301
421,Alins,42.54871413,1049.0,286,692502,1.31739181
422,Alique,40.58599160,921.0,20,681903,-2.64422346
423,Aliseda,39.42083991,350.0,1984,701003,-6.69127661
424,Aliud,41.65428893,1016.0,19,674202,-2.25238838
425,Alió,41.29461031,262.0,432,694302,1.30595357
426,Aljaraque,37.27233120,34.0,19857,612103,-7.02327311
427,Aljucén,39.04476158,261.0,230,700601,-6.33122406
428,Alkiza,43.17280969,341.0,373,752002,-2.10870335
429,Pola de Allande,43.27229373,524.0,1858,633303,-6.60838301
430,Allariz,42.18941302,452.0,6060,713203,-7.80148365
431,Allepuz,40.49232935,1425.0,117,624402,-0.72807625
