,SO2(001):,NO(007):,NO2(008):,O3(014):,VEL(081):,DIR(082):,TEM(083):,HUM(086):,PRE(087):,RAD(088):,LLU(089):,PM10(010):,date,estacion
153,+00000.20,+00000.21,+00001.43,+00074.48,+00003.97,+00016.48,+00020.34,+00100.00,+01012.00,+00178.00,+00000.00,+00000.00,31-10-2024 11:30 ,10
154,+00000.25,+00000.20,+00001.44,+00074.61,+00004.02,+00004.66,+00020.30,+00100.00,+01012.00,+00081.57,+00000.00,+00000.00,31-10-2024 11:40 ,10
155,+00000.16,+00000.17,+00001.47,+00073.55,+00003.40,+00001.02,+00020.29,+00100.00,+01012.00,+00063.01,+00000.00,+00000.00,31-10-2024 11:50 ,10
156,+00000.32,+00000.22,+00001.30,+00073.21,+00002.46,+00000.08,+00020.36,+00100.00,+01012.00,+00119.46,+00000.00,+00000.00,31-10-2024 12:00 ,10
157,+00000.38,+00000.21,+00001.16,+00073.70,+00002.75,+00004.36,+00020.46,+00100.00,+01012.00,+00164.17,+00000.00,+00000.00,31-10-2024 12:10 ,10
158,+00000.59,+00000.95,-00000.15,+00071.20,+00002.28,+00323.13,+00020.60,+00100.00,+01011.86,+00117.77,+00000.00,+00000.00,31-10-2024 12:20 ,10
159,+00000.57,+00000.22,+00001.55,+00071.57,+00002.34,+00324.31,+00020.60,+00100.00,+01011.01,+00107.51,+00000.00,+00000.00,31-10-2024 12:30 ,10
160,+00000.45,+00000.33,+00002.02,+00071.63,+00003.18,+00307.16,+00020.38,+00100.00,+01011.00,+00115.03,+00000.00,+00000.00,31-10-2024 12:40 ,10
161,+00000.47,+00000.16,+00001.26,+00073.79,+00002.92,+00314.49,+00020.29,+00100.00,+01011.00,+00099.58,+00000.00,+00000.00,31-10-2024 12:50 ,10
162,+00000.49,+00000.17,+00001.26,+00074.33,+00002.86,+00324.86,+00020.46,+00100.00,+01011.00,+00093.90,+00000.00,+00000.00,31-10-2024 13:00 ,10
163,+00000.34,+00000.19,+00001.70,+00073.91,+00002.04,+00312.43,+00020.49,+00100.00,+01011.00,+00087.83,+00000.00,+00000.00,31-10-2024 13:10 ,10
164,+00000.40,+00000.21,+00001.96,+00073.84,+00002.19,+00313.51,+00020.43,+00100.00,+01011.00,+00072.81,+00000.00,+00000.00,31-10-2024 13:20 ,10
165,+00000.44,+00000.21,+00001.96,+00075.71,+00002.69,+00321.49,+00020.29,+00100.00,+01011.00,+00059.31,+00000.00,+00000.00,31-10-2024 13:30 ,10
166,+00000.39,+00000.19,+00002.02,+00077.77,+00002.93,+00326.17,+00020.25,+00100.00,+01011.00,+00051.17,+00000.00,+00000.00,31-10-2024 13:40 ,10
167,+00000.32,+00000.21,+00001.96,+00080.20,+00003.58,+00021.80,+00020.24,+00100.00,+01011.00,+00060.41,+00000.00,+00000.00,31-10-2024 13:50 ,10
168,+00000.26,+00000.18,+00002.12,+00079.54,+00003.60,+00006.63,+00020.29,+00100.00,+01011.00,+00076.15,+00000.00,+00000.00,31-10-2024 14:00 ,10
169,,,,,,,,,,,,,,10
170,+00000.76,+00000.17,+00001.35,+00055.02,+00005.26,+00234.51,+00010.68,+00001.00,+00873.00,+00001.92,+00000.00,+00233.76,31-10-2024 00:10 ,09
171,+00000.52,+00000.13,+00001.45,+00055.13,+00005.43,+00232.48,+00010.61,+00000.99,+00873.00,+00001.86,+00000.00,+00233.76,31-10-2024 00:20 ,09
172,+00000.59,+00000.16,+00001.44,+00055.38,+00005.35,+00233.79,+00010.58,+00000.89,+00873.00,+00001.50,+00000.00,+00233.76,31-10-2024 00:30 ,09
173,+00000.80,+00000.21,+00001.38,+00055.17,+00005.45,+00233.42,+00010.57,+00000.19,+00873.00,+00001.77,+00000.00,+00233.76,31-10-2024 00:40 ,09
174,+00000.85,+00000.15,+00001.43,+00054.90,+00005.69,+00229.06,+00010.49,+00000.00,+00873.00,+00001.31,+00000.00,+00233.76,31-10-2024 00:50 ,09
175,+00000.74,+00000.08,+00001.44,+00055.14,+00005.44,+00228.68,+00010.36,+00000.19,+00873.00,+00001.00,+00000.00,+00232.41,31-10-2024 01:00 ,09
176,+00000.70,+00000.15,+00001.39,+00054.68,+00005.04,+00232.36,+00010.28,+00000.89,+00873.00,+00001.11,+00000.00,+00220.80,31-10-2024 01:10 ,09
177,+00000.87,+00000.14,+00001.43,+00055.71,+00005.33,+00239.12,+00010.30,+00000.00,+00873.00,+00001.13,+00000.00,+00220.81,31-10-2024 01:20 ,09
178,+00000.87,+00000.12,+00001.38,+00057.00,+00005.75,+00237.17,+00010.33,+00000.00,+00873.00,+00001.10,+00000.00,+00220.81,31-10-2024 01:30 ,09
179,+00000.74,+00000.14,+00001.31,+00057.43,+00005.63,+00240.90,+00010.30,+00000.18,+00873.00,+00001.04,+00000.00,+00220.80,31-10-2024 01:40 ,09
180,+00000.72,+00000.20,+00001.35,+00057.10,+00005.82,+00236.85,+00010.20,+00000.00,+00873.00,+00001.03,+00000.00,+00220.81,31-10-2024 01:50 ,09
181,+00000.81,+00000.17,+00001.34,+00057.02,+00006.03,+00234.31,+00010.10,+00000.02,+00873.00,+00001.00,+00000.00,+00220.38,31-10-2024 02:00 ,09
182,+00000.63,+00000.17,+00001.32,+00057.24,+00005.69,+00234.86,+00010.07,+00000.99,+00873.00,+00000.99,+00000.00,+00219.82,31-10-2024 02:10 ,09
183,+00000.61,+00000.18,+00001.42,+00056.87,+00005.28,+00234.42,+00009.98,+00001.00,+00873.00,+00001.02,+00000.00,+00219.82,31-10-2024 02:20 ,09
184,+00000.76,+00000.14,+00001.34,+00055.94,+00005.28,+00238.29,+00009.93,+00001.59,+00873.00,+00001.09,+00000.00,+00219.82,31-10-2024 02:30 ,09
185,+00000.88,+00000.11,+00001.37,+00056.05,+00004.74,+00242.70,+00009.90,+00001.97,+00873.00,+00001.07,+00000.00,+00219.82,31-10-2024 02:40 ,09
186,+00000.78,+00000.14,+00001.25,+00058.29,+00005.31,+00238.63,+00009.88,+00001.77,+00873.00,+00001.03,+00000.00,+00219.82,31-10-2024 02:50 ,09
187,+00000.70,+00000.08,+00001.31,+00058.46,+00005.20,+00234.08,+00009.81,+00001.00,+00873.00,+00000.95,+00000.00,+00217.20,31-10-2024 03:00 ,09
188,+00000.82,+00000.13,+00001.31,+00057.61,+00004.95,+00233.02,+00009.71,+00001.54,+00873.00,+00001.05,+00000.00,+00193.78,31-10-2024 03:10 ,09
189,+00000.76,+00000.12,+00001.29,+00057.70,+00005.40,+00231.15,+00009.70,+00001.59,+00873.00,+00001.04,+00000.00,+00193.78,31-10-2024 03:20 ,09
190,+00000.80,+00000.10,+00001.27,+00058.36,+00005.81,+00235.75,+00009.77,+00001.26,+00873.00,+00001.03,+00000.00,+00193.78,31-10-2024 03:30 ,09
191,+00000.91,+00000.07,+00001.28,+00058.69,+00005.83,+00231.80,+00009.76,+00001.00,+00873.00,+00001.04,+00000.00,+00193.77,31-10-2024 03:40 ,09
192,+00000.63,+00000.05,+00001.30,+00058.79,+00005.95,+00229.85,+00009.72,+00001.15,+00873.00,+00001.03,+00000.00,+00193.77,31-10-2024 03:50 ,09
193,+00000.71,+00000.14,+00001.17,+00057.99,+00005.15,+00225.28,+00009.65,+00001.42,+00873.00,+00000.90,+00000.00,+00192.18,31-10-2024 04:00 ,09
194,+00000.63,+00000.13,+00001.23,+00058.79,+00005.57,+00223.46,+00009.53,+00002.00,+00873.00,+00000.90,+00000.00,+00176.76,31-10-2024 04:10 ,09
195,+00000.76,+00000.10,+00001.18,+00057.35,+00005.16,+00229.42,+00009.41,+00002.36,+00873.00,+00001.01,+00000.00,+00176.75,31-10-2024 04:20 ,09
196,+00000.64,+00000.11,+00001.21,+00058.29,+00005.93,+00229.41,+00009.37,+00003.00,+00873.00,+00000.93,+00000.00,+00176.76,31-10-2024 04:30 ,09
197,+00000.81,+00000.10,+00001.24,+00057.10,+00005.75,+00231.16,+00009.31,+00003.00,+00873.00,+00000.96,+00000.00,+00176.76,31-10-2024 04:40 ,09
198,+00000.73,+00000.10,+00001.25,+00057.22,+00006.57,+00230.01,+00009.23,+00003.00,+00873.00,+00000.97,+00000.00,+00176.76,31-10-2024 04:50 ,09
199,+00000.76,+00000.07,+00001.27,+00059.16,+00007.08,+00230.68,+00009.30,+00002.74,+00873.00,+00000.80,+00000.00,+00174.68,31-10-2024 05:00 ,09
200,+00000.82,+00000.15,+00001.23,+00058.99,+00006.63,+00224.64,+00009.23,+00002.00,+00873.00,+00000.85,+00000.00,+00152.97,31-10-2024 05:10 ,09
201,+00000.46,+00000.13,+00001.26,+00057.45,+00005.27,+00217.18,+00009.07,+00002.29,+00873.00,+00000.92,+00000.00,+00152.98,31-10-2024 05:20 ,09
202,+00000.67,+00000.18,+00001.25,+00056.26,+00003.43,+00211.02,+00008.87,+00003.00,+00873.00,+00000.76,+00000.00,+00152.98,31-10-2024 05:30 ,09
203,+00000.75,+00000.11,+00001.23,+00054.63,+00002.27,+00212.48,+00008.53,+00003.00,+00873.00,+00000.83,+00000.00,+00152.97,31-10-2024 05:40 ,09
204,+00000.82,+00000.14,+00001.18,+00056.45,+00003.83,+00209.11,+00008.62,+00003.53,+00873.00,+00000.92,+00000.00,+00152.97,31-10-2024 05:50 ,09
205,+00000.68,+00000.25,+00001.15,+00058.20,+00004.20,+00197.62,+00008.81,+00003.03,+00873.00,+00000.82,+00000.00,+00151.75,31-10-2024 06:00 ,09
206,+00001.16,+00000.15,+00001.04,+00060.82,+00003.58,+00201.42,+00008.95,+00003.00,+00873.00,+00000.73,+00000.00,+00140.07,31-10-2024 06:10 ,09
207,+00000.71,+00000.15,+00001.15,+00058.21,+00003.20,+00242.62,+00008.64,+00003.57,+00873.00,+00000.81,+00000.00,+00140.06,31-10-2024 06:20 ,09
208,+00000.78,+00000.12,+00001.30,+00057.17,+00004.52,+00248.82,+00008.73,+00004.00,+00873.00,+00000.94,+00000.00,+00140.06,31-10-2024 06:30 ,09
209,+00000.74,+00000.11,+00001.27,+00057.64,+00004.23,+00242.62,+00008.69,+00004.00,+00873.00,+00001.41,+00000.00,+00140.06,31-10-2024 06:40 ,09
210,+00000.69,+00000.14,+00001.28,+00058.00,+00004.23,+00236.84,+00008.68,+00003.84,+00873.00,+00003.16,+00000.00,+00140.06,31-10-2024 06:50 ,09
211,+00000.61,+00000.14,+00001.25,+00056.95,+00003.44,+00217.69,+00008.57,+00003.20,+00874.00,+00008.30,+00000.00,+00138.60,31-10-2024 07:00 ,09
212,+00000.81,+00000.19,+00001.35,+00055.44,+00002.94,+00196.65,+00008.44,+00003.99,+00874.00,+00020.31,+00000.00,+00123.70,31-10-2024 07:10 ,09
213,+00000.83,+00000.15,+00001.23,+00056.44,+00002.77,+00202.80,+00008.54,+00003.33,+00874.00,+00044.23,+00000.00,+00123.69,31-10-2024 07:20 ,09
214,+00000.74,+00000.20,+00001.50,+00053.75,+00002.70,+00237.63,+00008.67,+00003.00,+00874.00,+00064.25,+00000.00,+00123.69,31-10-2024 07:30 ,09
215,+00000.69,+00000.19,+00001.38,+00052.66,+00002.18,+00219.50,+00009.01,+00002.51,+00874.00,+00088.21,+00000.00,+00123.70,31-10-2024 07:40 ,09
216,+00000.82,+00000.22,+00001.39,+00050.38,+00002.36,+00234.00,+00009.27,+00002.00,+00874.00,+00121.31,+00000.00,+00123.70,31-10-2024 07:50 ,09
217,+00000.82,+00000.21,+00001.31,+00053.95,+00002.73,+00248.12,+00009.82,+00001.92,+00874.00,+00133.94,+00000.00,+00122.74,31-10-2024 08:00 ,09
218,+00000.58,+00000.24,+00001.21,+00056.19,+00002.46,+00243.87,+00010.30,+00001.00,+00874.00,+00157.12,+00000.00,+00115.25,31-10-2024 08:10 ,09
219,+00000.52,+00000.24,+00001.18,+00057.89,+00002.31,+00237.66,+00010.75,+00000.04,+00874.00,+00203.21,+00000.00,+00115.25,31-10-2024 08:20 ,09
220,+00000.39,+00000.23,+00001.08,+00059.48,+00002.74,+00223.79,+00011.34,+00000.89,+00874.00,+00243.05,+00000.00,+00115.25,31-10-2024 08:30 ,09
221,+00000.39,+00000.21,+00001.16,+00060.98,+00003.52,+00226.04,+00012.03,+00002.32,+00874.00,+00274.36,+00000.00,+00115.24,31-10-2024 08:40 ,09
222,+00000.81,+00000.20,+00001.13,+00062.66,+00005.02,+00238.20,+00012.16,+00002.39,+00875.00,+00302.21,+00000.00,+00115.25,31-10-2024 08:50 ,09
223,+00000.68,+00000.19,+00001.06,+00063.23,+00005.40,+00234.96,+00012.22,+00016.33,+00875.00,+00321.86,+00000.00,+00115.46,31-10-2024 09:00 ,09
224,+00000.56,+00000.20,+00001.08,+00062.93,+00005.58,+00236.82,+00012.33,+00031.76,+00875.00,+00325.93,+00000.00,+00118.01,31-10-2024 09:10 ,09
225,+00000.75,+00000.21,+00001.07,+00063.85,+00005.57,+00229.39,+00012.60,+00042.70,+00875.00,+00349.44,+00000.00,+00118.00,31-10-2024 09:20 ,09
226,+00000.40,+00000.19,+00001.03,+00064.65,+00004.62,+00229.87,+00013.19,+00049.35,+00875.00,+00388.88,+00000.00,+00118.00,31-10-2024 09:30 ,09
227,+00000.66,+00000.17,+00001.05,+00068.63,+00004.70,+00213.13,+00013.63,+00054.20,+00874.00,+00398.14,+00000.00,+00118.00,31-10-2024 09:40 ,09
228,+00000.77,+00000.19,+00000.90,+00070.90,+00004.83,+00210.71,+00013.97,+00058.44,+00874.00,+00425.91,+00000.00,+00118.01,31-10-2024 09:50 ,09
229,+00000.79,+00000.19,+00000.93,+00071.83,+00004.95,+00220.73,+00014.24,+00062.49,+00874.00,+00431.67,+00000.00,+00117.64,31-10-2024 10:00 ,09
230,+00000.70,+00000.18,+00000.98,+00066.72,+00005.55,+00233.10,+00014.30,+00067.29,+00875.00,+00466.03,+00000.00,+00115.75,31-10-2024 10:10 ,09
231,+00000.62,+00000.23,+00000.99,+00066.14,+00006.12,+00236.08,+00014.18,+00070.40,+00875.00,+00482.44,+00000.00,+00115.75,31-10-2024 10:20 ,09
232,+00000.55,+00000.22,+00001.04,+00066.08,+00006.04,+00230.74,+00014.22,+00072.48,+00875.00,+00500.06,+00000.00,+00115.75,31-10-2024 10:30 ,09
233,+00000.46,+00000.25,+00001.09,+00064.12,+00006.06,+00228.07,+00014.21,+00074.23,+00875.00,+00512.35,+00000.00,+00115.75,31-10-2024 10:40 ,09
234,+00000.72,+00000.20,+00001.06,+00064.95,+00006.03,+00217.91,+00014.24,+00075.02,+00874.00,+00522.29,+00000.00,+00115.75,31-10-2024 10:50 ,09
235,+00000.49,+00000.23,+00001.05,+00064.59,+00005.45,+00219.04,+00014.45,+00075.51,+00874.00,+00524.82,+00000.00,+00115.92,31-10-2024 11:00 ,09
236,+00000.44,+00000.24,+00001.00,+00066.54,+00005.69,+00230.08,+00014.59,+00075.00,+00874.00,+00539.28,+00000.00,+00123.20,31-10-2024 11:10 ,09
237,+00000.65,+00000.22,+00001.01,+00068.64,+00005.01,+00222.18,+00015.04,+00074.52,+00874.00,+00548.50,+00000.00,+00123.21,31-10-2024 11:20 ,09
238,+00000.81,+00000.19,+00001.06,+00071.93,+00005.44,+00219.02,+00015.23,+00073.29,+00874.00,+00529.73,+00000.00,+00123.20,31-10-2024 11:30 ,09
239,+00000.72,+00000.13,+00001.02,+00072.32,+00005.86,+00222.55,+00015.33,+00074.25,+00874.00,+00512.79,+00000.00,+00123.21,31-10-2024 11:40 ,09
240,+00000.58,+00000.20,+00001.03,+00069.65,+00005.27,+00224.31,+00015.61,+00075.80,+00874.00,+00550.55,+00000.00,+00123.21,31-10-2024 11:50 ,09
241,+00000.42,+00000.19,+00001.02,+00073.59,+00006.29,+00213.53,+00015.64,+00074.11,+00874.00,+00538.30,+00000.00,+00122.36,31-10-2024 12:00 ,09
242,+00000.75,+00000.19,+00000.93,+00074.92,+00006.74,+00214.63,+00015.82,+00072.05,+00874.00,+00533.07,+00000.00,+00114.75,31-10-2024 12:10 ,09
243,+00000.65,+00000.20,+00000.98,+00076.49,+00006.72,+00212.16,+00015.89,+00071.71,+00874.00,+00521.95,+00000.00,+00114.75,31-10-2024 12:20 ,09
244,+00000.41,+00000.22,+00000.89,+00075.55,+00006.51,+00223.73,+00015.98,+00072.71,+00874.00,+00516.73,+00000.00,+00114.75,31-10-2024 12:30 ,09
245,+00000.20,+00000.19,+00001.06,+00075.96,+00006.08,+00230.24,+00016.23,+00073.20,+00874.00,+00499.84,+00000.00,+00114.75,31-10-2024 12:40 ,09
246,+00000.78,+00000.14,+00000.94,+00077.57,+00006.90,+00231.04,+00016.11,+00071.65,+00874.00,+00505.27,+00000.00,+00114.75,31-10-2024 12:50 ,09
247,+00000.72,+00000.18,+00000.88,+00076.87,+00006.66,+00232.32,+00016.30,+00072.04,+00874.00,+00503.70,+00000.00,+00113.56,31-10-2024 13:00 ,09
248,+00000.79,+00000.20,+00000.85,+00076.81,+00006.22,+00208.68,+00016.45,+00072.29,+00874.00,+00482.54,+00000.00,+00101.62,31-10-2024 13:10 ,09
249,+00000.33,+00000.15,+00000.88,+00077.75,+00006.09,+00224.20,+00016.24,+00071.96,+00874.00,+00375.80,+00000.00,+00101.62,31-10-2024 13:20 ,09
250,+00000.41,+00000.13,+00000.91,+00077.01,+00006.48,+00234.55,+00016.18,+00072.71,+00874.00,+00407.65,+00000.00,+00101.62,31-10-2024 13:30 ,09
251,+00000.75,+00000.16,+00000.91,+00077.82,+00007.07,+00237.76,+00016.35,+00071.83,+00874.00,+00440.30,+00000.00,+00101.61,31-10-2024 13:40 ,09
252,+00000.83,+00000.16,+00001.00,+00076.41,+00006.38,+00235.93,+00016.17,+00072.67,+00874.00,+00317.80,+00000.00,+00101.62,31-10-2024 13:50 ,09
253,+00000.67,+00000.16,+00001.02,+00075.97,+00005.78,+00219.99,+00015.85,+00074.24,+00874.00,+00196.40,+00000.00,+00100.51,31-10-2024 14:00 ,09
254,,,,,,,,,,,,,,09
255,+00000.08,+00000.22,+00005.64,+00017.47,+00000.01,+00018.36,+00012.29,+00100.00,+01017.60,+00000.93,+00000.00,+00000.00,31-10-2024 00:10 ,17
256,+00000.10,+00000.43,+00004.75,+00015.99,+00000.01,+00002.43,+00012.45,+00100.00,+01017.64,+00000.93,+00000.00,+00000.00,31-10-2024 00:20 ,17
257,+00000.10,+00000.71,+00003.98,+00016.80,+00000.12,+00351.02,+00012.58,+00100.00,+01017.62,+00000.93,+00000.00,+00000.00,31-10-2024 00:30 ,17
258,+00000.07,+00000.54,+00003.75,+00017.76,+00000.94,+00354.24,+00012.75,+00100.00,+01017.63,+00000.93,+00000.00,+00000.00,31-10-2024 00:40 ,17
259,+00000.15,+00000.25,+00003.29,+00019.26,+00000.85,+00000.61,+00012.95,+00100.00,+01017.62,+00000.93,+00000.00,+00000.00,31-10-2024 00:50 ,17
260,+00000.11,+00000.42,+00003.28,+00018.14,+00001.57,+00008.95,+00013.04,+00100.00,+01017.55,+00000.93,+00000.00,+00000.00,31-10-2024 01:00 ,17
261,+00000.11,+00000.27,+00003.64,+00018.34,+00000.94,+00353.57,+00013.13,+00100.00,+01017.50,+00000.93,+00000.00,+00000.00,31-10-2024 01:10 ,17
262,+00000.12,+00000.30,+00004.31,+00016.79,+00000.40,+00002.07,+00013.08,+00100.00,+01017.47,+00000.93,+00000.00,+00000.00,31-10-2024 01:20 ,17
263,+00000.10,+00000.34,+00004.31,+00014.75,+00001.10,+00341.19,+00013.03,+00100.00,+01017.44,+00000.93,+00000.00,+00000.00,31-10-2024 01:30 ,17
264,+00000.08,+00000.32,+00004.20,+00013.86,+00000.71,+00359.41,+00012.98,+00100.00,+01017.41,+00000.93,+00000.00,+00000.00,31-10-2024 01:40 ,17
265,+00000.19,+00000.35,+00003.96,+00015.57,+00000.81,+00016.79,+00012.93,+00100.00,+01017.43,+00000.93,+00000.00,+00000.00,31-10-2024 01:50 ,17
266,+00000.19,+00000.29,+00003.60,+00018.43,+00001.71,+00008.35,+00012.92,+00100.00,+01017.44,+00000.93,+00000.00,+00000.00,31-10-2024 02:00 ,17
267,+00000.06,+00000.28,+00003.20,+00019.25,+00001.55,+00005.36,+00013.03,+00100.00,+01017.43,+00000.93,+00000.00,+00000.00,31-10-2024 02:10 ,17
268,+00000.11,+00000.30,+00003.08,+00021.27,+00001.71,+00011.77,+00013.18,+00100.00,+01017.48,+00000.93,+00000.00,+00000.00,31-10-2024 02:20 ,17
269,+00000.06,+00000.27,+00002.87,+00021.10,+00002.59,+00015.07,+00013.33,+00100.00,+01017.44,+00000.93,+00000.00,+00000.00,31-10-2024 02:30 ,17
270,+00000.03,+00000.39,+00003.11,+00022.91,+00002.98,+00007.36,+00013.35,+00100.00,+01017.41,+00000.93,+00000.00,+00000.00,31-10-2024 02:40 ,17
271,+00000.09,+00000.18,+00003.18,+00022.15,+00002.67,+00015.48,+00013.34,+00100.00,+01017.43,+00000.93,+00000.00,+00000.00,31-10-2024 02:50 ,17
272,+00000.07,+00000.20,+00002.81,+00021.00,+00002.34,+00007.40,+00013.33,+00100.00,+01017.46,+00000.93,+00000.00,+00000.00,31-10-2024 03:00 ,17
273,+00000.03,+00000.21,+00002.68,+00021.80,+00002.09,+00010.94,+00013.34,+00100.00,+01017.47,+00000.93,+00000.00,+00000.00,31-10-2024 03:10 ,17
274,+00000.06,+00000.23,+00002.78,+00022.73,+00001.98,+00015.19,+00013.39,+00100.00,+01017.52,+00000.93,+00000.00,+00000.00,31-10-2024 03:20 ,17
275,+00000.09,+00000.20,+00002.94,+00020.72,+00002.32,+00016.52,+00013.45,+00100.00,+01017.53,+00000.93,+00000.00,+00000.00,31-10-2024 03:30 ,17
276,+00000.03,+00000.20,+00003.09,+00020.21,+00002.66,+00018.46,+00013.51,+00100.00,+01017.52,+00000.93,+00000.00,+00000.00,31-10-2024 03:40 ,17
277,+00000.12,+00000.21,+00003.42,+00021.85,+00002.93,+00016.84,+00013.59,+00100.00,+01017.46,+00000.93,+00000.00,+00000.00,31-10-2024 03:50 ,17
278,+00000.24,+00000.14,+00004.06,+00022.54,+00002.38,+00011.36,+00013.63,+00100.00,+01017.44,+00000.93,+00000.00,+00000.00,31-10-2024 04:00 ,17
279,+00000.06,+00000.19,+00004.36,+00021.41,+00002.03,+00022.26,+00013.67,+00100.00,+01017.44,+00000.93,+00000.20,+00000.00,31-10-2024 04:10 ,17
280,+00000.11,+00000.20,+00004.62,+00021.11,+00001.79,+00015.87,+00013.74,+00100.00,+01017.44,+00000.93,+00000.00,+00000.00,31-10-2024 04:20 ,17
281,+00000.17,+00000.22,+00005.00,+00019.83,+00001.56,+00018.83,+00013.81,+00100.00,+01017.44,+00000.93,+00000.00,+00000.00,31-10-2024 04:30 ,17
282,+00000.02,+00000.18,+00005.34,+00019.96,+00001.12,+00020.70,+00013.84,+00100.00,+01017.48,+00000.93,+00000.00,+00000.00,31-10-2024 04:40 ,17
283,+00000.09,+00000.25,+00005.46,+00021.47,+00001.68,+00016.74,+00013.88,+00100.00,+01017.50,+00000.93,+00000.00,+00000.00,31-10-2024 04:50 ,17
284,+00000.17,+00000.39,+00005.49,+00020.49,+00001.26,+00023.60,+00013.94,+00100.00,+01017.55,+00000.93,+00000.00,+00000.00,31-10-2024 05:00 ,17
285,+00000.08,+00000.22,+00005.74,+00020.26,+00001.49,+00036.23,+00013.97,+00100.00,+01017.52,+00000.93,+00000.00,+00000.00,31-10-2024 05:10 ,17
286,+00000.10,+00000.34,+00006.29,+00022.42,+00002.40,+00025.68,+00014.05,+00100.00,+01017.50,+00000.93,+00000.00,+00000.00,31-10-2024 05:20 ,17
287,+00000.19,+00000.25,+00006.46,+00020.10,+00001.84,+00020.19,+00014.13,+00100.00,+01017.47,+00000.93,+00000.00,+00000.00,31-10-2024 05:30 ,17
288,+00000.05,+00000.39,+00006.74,+00019.84,+00002.13,+00035.30,+00014.21,+00100.00,+01017.44,+00000.93,+00000.00,+00000.00,31-10-2024 05:40 ,17
289,+00000.07,+00000.22,+00006.82,+00023.20,+00002.28,+00038.61,+00014.43,+00100.00,+01017.43,+00000.93,+00000.00,+00000.00,31-10-2024 05:50 ,17
290,+00000.26,+00000.19,+00006.37,+00026.01,+00002.19,+00046.35,+00014.67,+00100.00,+01017.42,+00000.93,+00000.00,+00000.00,31-10-2024 06:00 ,17
291,+00000.19,+00000.22,+00006.34,+00026.70,+00001.99,+00061.85,+00014.85,+00100.00,+01017.44,+00000.93,+00000.00,+00000.00,31-10-2024 06:10 ,17
292,+00000.14,+00000.14,+00005.50,+00030.83,+00001.97,+00059.39,+00015.03,+00100.00,+01017.47,+00000.93,+00000.00,+00000.00,31-10-2024 06:20 ,17
293,+00000.17,+00000.09,+00004.90,+00030.30,+00002.32,+00068.56,+00015.13,+00100.00,+01017.49,+00000.93,+00000.00,+00000.00,31-10-2024 06:30 ,17
294,+00000.03,+00000.11,+00004.22,+00036.31,+00003.08,+00083.75,+00015.25,+00100.00,+01017.53,+00001.53,+00000.00,+00000.00,31-10-2024 06:40 ,17
295,+00000.09,+00000.11,+00003.19,+00042.35,+00003.43,+00095.34,+00015.45,+00100.00,+01017.56,+00002.40,+00000.00,+00000.00,31-10-2024 06:50 ,17
296,+00000.18,+00000.12,+00003.10,+00047.20,+00004.02,+00099.90,+00015.69,+00100.00,+01017.59,+00003.72,+00000.00,+00000.00,31-10-2024 07:00 ,17
297,+00000.09,+00000.10,+00002.56,+00051.46,+00004.25,+00097.20,+00015.85,+00100.00,+01017.65,+00005.62,+00000.00,+00000.00,31-10-2024 07:10 ,17
298,+00000.18,+00000.16,+00002.83,+00050.94,+00003.84,+00097.25,+00015.87,+00100.00,+01017.68,+00009.88,+00000.00,+00000.00,31-10-2024 07:20 ,17
299,+00000.24,+00000.31,+00003.03,+00052.15,+00004.20,+00097.44,+00015.97,+00100.00,+01017.77,+00017.42,+00000.00,+00000.00,31-10-2024 07:30 ,17
300,+00000.08,+00000.23,+00003.45,+00051.99,+00003.72,+00104.71,+00016.07,+00100.00,+01017.86,+00034.40,+00000.00,+00000.00,31-10-2024 07:40 ,17
301,+00000.17,+00000.37,+00003.77,+00050.89,+00003.92,+00107.18,+00016.15,+00100.00,+01017.91,+00045.09,+00000.20,+00000.00,31-10-2024 07:50 ,17
302,+00000.08,+00000.21,+00004.04,+00053.85,+00004.25,+00109.46,+00016.16,+00100.00,+01017.97,+00036.03,+00000.00,+00000.00,31-10-2024 08:00 ,17
303,+00000.13,+00000.19,+00003.99,+00047.80,+00003.55,+00112.91,+00016.14,+00100.00,+01018.05,+00018.74,+00000.00,+00000.00,31-10-2024 08:10 ,17
304,+00000.09,+00000.18,+00004.04,+00055.30,+00004.50,+00111.31,+00016.13,+00099.83,+01018.09,+00021.21,+00000.20,+00000.00,31-10-2024 08:20 ,17
305,+00000.23,+00000.23,+00003.99,+00057.56,+00003.67,+00106.60,+00016.14,+00100.00,+01018.14,+00042.13,+00000.20,+00000.00,31-10-2024 08:30 ,17
306,+00000.16,+00000.31,+00003.97,+00050.48,+00003.79,+00110.15,+00016.18,+00100.00,+01018.27,+00083.59,+00000.20,+00000.00,31-10-2024 08:40 ,17
307,+00000.02,+00000.41,+00003.93,+00058.75,+00003.19,+00118.27,+00016.30,+00100.00,+01018.31,+00146.06,+00000.00,+00000.00,31-10-2024 08:50 ,17
308,+00000.15,+00000.62,+00003.90,+00059.42,+00004.12,+00108.14,+00016.47,+00100.00,+01018.35,+00213.82,+00000.00,+00000.00,31-10-2024 09:00 ,17
309,+00000.12,+00000.69,+00002.56,+00061.27,+00004.63,+00092.35,+00016.88,+00100.00,+01018.38,+00423.60,+00000.00,+00000.00,31-10-2024 09:10 ,17
