,SO2(001):,NO(007):,NO2(008):,O3(014):,VEL(081):,DIR(082):,TEM(083):,HUM(086):,PRE(087):,RAD(088):,LLU(089):,PM10(010):,date,estacion
310,+00000.11,+00000.73,+00001.77,+00065.41,+00005.38,+00089.72,+00017.42,+00100.00,+01018.41,+00506.04,+00000.00,+00000.00,31-10-2024 09:20 ,17
311,+00000.16,+00000.48,+00001.48,+00064.09,+00005.77,+00093.75,+00017.65,+00100.00,+01018.47,+00503.90,+00000.00,+00000.00,31-10-2024 09:30 ,17
312,+00000.04,+00000.43,+00001.22,+00068.66,+00005.94,+00094.33,+00017.60,+00100.00,+01018.51,+00380.13,+00000.00,+00000.00,31-10-2024 09:40 ,17
313,+00000.09,+00000.42,+00001.23,+00070.54,+00006.04,+00099.53,+00017.88,+00100.00,+01018.56,+00399.73,+00000.00,+00000.00,31-10-2024 09:50 ,17
314,+00000.11,+00000.40,+00001.37,+00064.37,+00005.32,+00100.30,+00018.28,+00100.00,+01018.61,+00394.88,+00000.00,+00000.00,31-10-2024 10:00 ,17
315,+00000.04,+00000.50,+00001.42,+00069.20,+00006.55,+00100.46,+00018.70,+00100.00,+01018.62,+00417.26,+00000.00,+00000.00,31-10-2024 10:10 ,17
316,+00000.07,+00000.55,+00001.41,+00064.22,+00005.43,+00107.24,+00019.20,+00100.00,+01018.66,+00473.44,+00000.00,+00000.00,31-10-2024 10:20 ,17
317,+00000.13,+00000.38,+00001.43,+00068.70,+00005.46,+00107.60,+00018.94,+00100.00,+01018.66,+00308.56,+00000.00,+00000.00,31-10-2024 10:30 ,17
318,+00000.19,+00000.38,+00001.03,+00066.07,+00005.81,+00115.43,+00019.03,+00100.00,+01018.66,+00397.40,+00000.00,+00000.00,31-10-2024 10:40 ,17
319,+00000.30,+00000.31,+00000.74,+00072.39,+00006.47,+00116.11,+00019.24,+00100.00,+01018.72,+00325.31,+00000.00,+00000.00,31-10-2024 10:50 ,17
320,+00000.14,+00000.36,+00001.09,+00073.99,+00005.57,+00117.97,+00019.26,+00100.00,+01018.75,+00284.35,+00000.00,+00000.00,31-10-2024 11:00 ,17
321,+00000.14,+00000.29,+00001.08,+00072.77,+00006.14,+00112.51,+00019.38,+00100.00,+01018.75,+00266.60,+00000.00,+00000.00,31-10-2024 11:10 ,17
322,+00000.05,+00000.34,+00000.93,+00069.11,+00006.99,+00103.79,+00019.42,+00100.00,+01018.72,+00400.47,+00000.00,+00000.00,31-10-2024 11:20 ,17
323,+00000.05,+00000.62,+00002.39,+00069.18,+00008.44,+00107.33,+00019.41,+00100.00,+01018.65,+00389.96,+00000.00,+00000.00,31-10-2024 11:30 ,17
324,+00000.07,+00000.70,+00002.96,+00064.83,+00007.35,+00115.94,+00019.07,+00100.00,+01018.64,+00258.86,+00000.00,+00000.00,31-10-2024 11:40 ,17
325,+00000.12,+00000.50,+00003.05,+00068.62,+00007.42,+00119.33,+00018.80,+00100.00,+01018.62,+00169.22,+00000.00,+00000.00,31-10-2024 11:50 ,17
326,+00000.04,+00000.50,+00003.83,+00063.30,+00007.50,+00120.18,+00018.49,+00100.00,+01018.62,+00152.07,+00000.00,+00000.00,31-10-2024 12:00 ,17
327,+00000.07,+00000.48,+00003.58,+00067.81,+00006.93,+00126.32,+00018.41,+00100.00,+01018.60,+00146.75,+00000.00,+00000.00,31-10-2024 12:10 ,17
328,+00000.02,+00000.43,+00004.09,+00063.28,+00006.60,+00116.82,+00018.39,+00100.00,+01018.57,+00096.23,+00000.00,+00000.00,31-10-2024 12:20 ,17
329,+00000.13,+00000.43,+00005.15,+00063.37,+00005.59,+00117.23,+00018.29,+00100.00,+01018.49,+00096.23,+00000.00,+00000.00,31-10-2024 12:30 ,17
330,+00000.18,+00000.54,+00005.32,+00061.18,+00005.73,+00119.24,+00018.36,+00100.00,+01018.46,+00101.34,+00000.00,+00000.00,31-10-2024 12:40 ,17
331,+00000.31,+00000.55,+00006.00,+00056.39,+00005.26,+00118.26,+00018.31,+00100.00,+01018.42,+00132.05,+00000.20,+00000.00,31-10-2024 12:50 ,17
332,+00000.29,+00000.57,+00005.36,+00061.88,+00005.20,+00121.39,+00018.34,+00100.00,+01018.42,+00142.48,+00000.00,+00000.00,31-10-2024 13:00 ,17
333,+00000.29,+00000.50,+00003.74,+00065.37,+00006.34,+00126.00,+00018.37,+00100.00,+01018.44,+00114.30,+00000.00,+00000.00,31-10-2024 13:10 ,17
334,+00000.29,+00000.26,+00002.80,+00071.77,+00006.68,+00119.77,+00018.25,+00100.00,+01018.38,+00091.30,+00000.20,+00000.00,31-10-2024 13:20 ,17
335,+00000.26,+00000.20,+00002.74,+00071.65,+00005.49,+00122.47,+00018.11,+00100.00,+01018.37,+00076.01,+00000.60,+00000.00,31-10-2024 13:30 ,17
336,+00000.30,+00000.21,+00002.21,+00067.30,+00004.38,+00119.80,+00018.06,+00100.00,+01018.33,+00110.00,+00000.80,+00000.00,31-10-2024 13:40 ,17
337,+00000.22,+00000.27,+00001.87,+00073.09,+00005.03,+00113.71,+00018.26,+00100.00,+01018.25,+00266.42,+00000.00,+00000.00,31-10-2024 13:50 ,17
338,+00000.25,+00000.39,+00001.82,+00073.11,+00005.51,+00118.60,+00018.62,+00100.00,+01018.21,+00299.18,+00000.00,+00000.00,31-10-2024 14:00 ,17
339,,,,,,,,,,,,,,17
340,+00001.05,+00000.12,+00001.25,+00062.39,+00005.39,+00072.24,+00016.93,+00098.45,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 00:10 ,14
341,+00001.28,+00000.12,+00001.21,+00062.90,+00005.25,+00075.53,+00017.16,+00097.56,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 00:20 ,14
342,+00001.14,+00000.12,+00001.25,+00064.00,+00005.58,+00072.37,+00017.19,+00096.88,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 00:30 ,14
343,+00001.10,+00000.12,+00001.16,+00064.10,+00005.49,+00080.21,+00017.29,+00096.67,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 00:40 ,14
344,+00001.09,+00000.12,+00001.13,+00064.29,+00003.88,+00089.76,+00017.12,+00097.62,+00963.00,+00008.22,+00000.00,+00000.00,31-10-2024 00:50 ,14
345,+00001.05,+00000.12,+00001.18,+00060.02,+00003.88,+00084.64,+00016.78,+00100.00,+00963.00,+00008.99,+00000.00,+00000.00,31-10-2024 01:00 ,14
346,+00001.04,+00000.12,+00001.14,+00058.67,+00004.05,+00076.12,+00016.80,+00100.00,+00963.00,+00008.98,+00000.00,+00000.00,31-10-2024 01:10 ,14
347,+00001.06,+00000.12,+00001.13,+00057.45,+00004.12,+00069.80,+00016.72,+00100.00,+00963.00,+00008.13,+00000.00,+00000.00,31-10-2024 01:20 ,14
348,+00001.03,+00000.12,+00001.14,+00057.39,+00003.52,+00074.58,+00016.69,+00100.00,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 01:30 ,14
349,+00001.04,+00000.13,+00001.13,+00055.11,+00003.41,+00086.00,+00016.57,+00100.00,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 01:40 ,14
350,+00001.15,+00000.12,+00001.06,+00054.35,+00002.99,+00083.92,+00016.56,+00100.00,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 01:50 ,14
351,+00001.05,+00000.13,+00001.02,+00050.64,+00002.93,+00095.19,+00016.44,+00100.00,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 02:00 ,14
352,+00001.13,+00000.12,+00001.00,+00043.49,+00002.31,+00091.62,+00016.44,+00100.00,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 02:10 ,14
353,+00001.06,+00000.12,+00000.88,+00054.06,+00002.51,+00095.85,+00016.64,+00100.00,+00963.00,+00008.11,+00000.00,+00000.00,31-10-2024 02:20 ,14
354,+00001.16,+00000.13,+00000.84,+00058.40,+00002.50,+00091.76,+00016.72,+00100.00,+00963.00,+00008.02,+00000.00,+00000.00,31-10-2024 02:30 ,14
355,+00001.20,+00000.12,+00000.78,+00059.88,+00003.33,+00092.98,+00016.82,+00099.94,+00963.00,+00008.01,+00000.00,+00000.00,31-10-2024 02:40 ,14
356,+00001.10,+00000.13,+00000.73,+00061.99,+00003.73,+00085.18,+00016.99,+00097.16,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 02:50 ,14
357,+00001.09,+00000.12,+00000.74,+00061.37,+00000.85,+00091.71,+00016.82,+00096.77,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 03:00 ,14
358,+00001.06,+00000.11,+00000.75,+00062.03,+00000.87,+00083.37,+00016.63,+00099.08,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 03:10 ,14
359,+00001.01,+00000.11,+00000.81,+00055.32,+00000.51,+00121.16,+00016.42,+00099.39,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 03:20 ,14
360,+00001.01,+00000.10,+00000.77,+00059.53,+00001.08,+00077.48,+00016.38,+00100.00,+00963.00,+00008.70,+00000.00,+00000.00,31-10-2024 03:30 ,14
361,+00001.11,+00000.13,+00000.68,+00058.23,+00003.52,+00073.47,+00017.08,+00099.47,+00963.00,+00008.80,+00000.00,+00000.00,31-10-2024 03:40 ,14
362,+00001.07,+00000.11,+00000.73,+00056.33,+00001.85,+00039.72,+00016.75,+00095.82,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 03:50 ,14
363,+00001.19,+00000.11,+00000.93,+00045.14,+00000.95,+00326.14,+00015.68,+00099.46,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 04:00 ,14
364,+00001.14,+00000.11,+00001.04,+00047.34,+00001.34,+00267.67,+00015.06,+00100.00,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 04:10 ,14
365,+00001.07,+00000.11,+00001.03,+00050.73,+00000.16,+00280.38,+00014.99,+00100.00,+00963.00,+00008.50,+00000.00,+00000.00,31-10-2024 04:20 ,14
366,+00001.20,+00000.12,+00000.93,+00051.99,+00002.40,+00067.62,+00015.41,+00100.00,+00963.00,+00009.04,+00000.20,+00000.00,31-10-2024 04:30 ,14
367,+00001.13,+00000.11,+00000.65,+00062.99,+00004.48,+00058.45,+00016.66,+00099.50,+00963.00,+00009.00,+00000.00,+00000.00,31-10-2024 04:40 ,14
368,+00001.13,+00000.11,+00000.63,+00060.55,+00003.13,+00079.48,+00016.84,+00096.93,+00963.00,+00009.00,+00000.00,+00000.00,31-10-2024 04:50 ,14
369,+00001.02,+00000.13,+00000.61,+00060.62,+00003.32,+00078.48,+00016.89,+00096.00,+00963.00,+00009.00,+00000.00,+00000.00,31-10-2024 05:00 ,14
370,+00001.03,+00000.12,+00000.66,+00063.40,+00003.68,+00086.17,+00016.96,+00095.13,+00963.00,+00009.00,+00000.00,+00000.00,31-10-2024 05:10 ,14
371,+00001.05,+00000.11,+00000.75,+00061.63,+00003.05,+00077.54,+00016.73,+00095.00,+00963.00,+00008.49,+00000.00,+00000.00,31-10-2024 05:20 ,14
372,+00001.16,+00000.12,+00000.82,+00059.95,+00002.79,+00070.26,+00016.74,+00093.69,+00963.00,+00008.01,+00000.00,+00000.00,31-10-2024 05:30 ,14
373,+00001.05,+00000.11,+00001.10,+00053.07,+00000.21,+00109.21,+00016.10,+00095.29,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 05:40 ,14
374,+00001.06,+00000.12,+00001.07,+00051.83,+00000.00,+00108.89,+00015.53,+00099.63,+00963.00,+00008.00,+00000.00,+00000.00,31-10-2024 05:50 ,14
375,+00000.99,+00000.11,+00000.95,+00053.81,+00000.01,+00333.97,+00015.46,+00100.00,+00963.00,+00008.16,+00000.00,+00000.00,31-10-2024 06:00 ,14
376,+00000.99,+00000.11,+00000.95,+00047.30,+00000.74,+00284.21,+00015.02,+00100.00,+00963.00,+00008.05,+00000.00,+00000.00,31-10-2024 06:10 ,14
377,+00001.05,+00000.11,+00001.12,+00036.12,+00000.49,+00283.19,+00014.49,+00100.00,+00963.00,+00009.27,+00000.00,+00000.00,31-10-2024 06:20 ,14
378,+00000.96,+00000.12,+00001.18,+00035.64,+00000.08,+00133.54,+00014.37,+00100.00,+00963.00,+00011.62,+00000.00,+00000.00,31-10-2024 06:30 ,14
379,+00001.01,+00000.13,+00001.45,+00029.16,+00000.22,+00090.82,+00014.08,+00100.00,+00963.28,+00017.46,+00000.00,+00000.00,31-10-2024 06:40 ,14
380,+00001.05,+00000.13,+00001.31,+00032.33,+00000.00,+00118.00,+00014.15,+00100.00,+00963.98,+00029.41,+00000.00,+00000.00,31-10-2024 06:50 ,14
381,+00001.07,+00000.17,+00001.03,+00044.17,+00000.46,+00294.18,+00014.66,+00100.00,+00964.00,+00037.58,+00000.00,+00000.00,31-10-2024 07:00 ,14
382,+00001.14,+00000.15,+00001.07,+00040.23,+00000.34,+00270.39,+00015.02,+00100.00,+00964.00,+00041.50,+00000.00,+00000.00,31-10-2024 07:10 ,14
383,+00001.20,+00000.27,+00001.34,+00035.81,+00001.05,+00032.57,+00015.31,+00100.00,+00964.00,+00045.91,+00000.00,+00000.00,31-10-2024 07:20 ,14
384,+00001.25,+00000.29,+00001.53,+00030.37,+00000.39,+00118.52,+00015.64,+00100.00,+00964.00,+00052.15,+00000.00,+00000.00,31-10-2024 07:30 ,14
385,+00001.26,+00000.23,+00001.31,+00042.57,+00000.25,+00260.66,+00015.71,+00100.00,+00964.00,+00059.17,+00000.00,+00000.00,31-10-2024 07:40 ,14
386,+00001.19,+00000.23,+00001.13,+00044.69,+00000.00,+00278.59,+00015.93,+00100.00,+00964.00,+00073.57,+00000.00,+00000.00,31-10-2024 07:50 ,14
387,+00001.12,+00000.26,+00001.07,+00044.78,+00000.01,+00264.73,+00016.81,+00100.00,+00964.00,+00085.89,+00000.00,+00000.00,31-10-2024 08:00 ,14
388,+00001.20,+00000.32,+00001.23,+00043.14,+00000.11,+00251.06,+00017.57,+00099.37,+00964.00,+00143.52,+00000.00,+00000.00,31-10-2024 08:10 ,14
389,+00001.17,+00000.49,+00001.89,+00037.94,+00000.24,+00238.17,+00017.83,+00094.84,+00964.00,+00236.31,+00000.00,+00000.00,31-10-2024 08:20 ,14
390,+00001.25,+00000.39,+00001.44,+00042.63,+00000.47,+00292.83,+00018.44,+00092.53,+00964.00,+00217.24,+00000.00,+00000.00,31-10-2024 08:30 ,14
391,+00001.17,+00000.34,+00001.33,+00046.64,+00001.46,+00105.18,+00018.80,+00088.29,+00964.01,+00225.71,+00000.00,+00000.00,31-10-2024 08:40 ,14
392,+00001.13,+00000.21,+00000.78,+00063.64,+00001.81,+00108.54,+00019.93,+00080.54,+00964.04,+00324.39,+00000.00,+00000.00,31-10-2024 08:50 ,14
393,+00001.10,+00000.17,+00000.56,+00070.84,+00002.29,+00108.26,+00020.36,+00077.00,+00964.72,+00318.51,+00000.00,+00000.00,31-10-2024 09:00 ,14
394,+00001.19,+00000.18,+00000.57,+00071.61,+00003.63,+00119.38,+00020.53,+00074.31,+00964.72,+00357.64,+00000.00,+00000.00,31-10-2024 09:10 ,14
395,+00001.08,+00000.16,+00000.55,+00076.02,+00005.09,+00116.64,+00020.39,+00072.15,+00964.85,+00387.83,+00000.00,+00000.00,31-10-2024 09:20 ,14
396,+00001.01,+00000.19,+00000.65,+00074.84,+00004.36,+00114.82,+00020.59,+00070.48,+00964.98,+00430.79,+00000.00,+00000.00,31-10-2024 09:30 ,14
397,+00001.02,+00000.22,+00000.74,+00074.78,+00004.09,+00116.52,+00020.73,+00068.97,+00964.53,+00437.74,+00000.00,+00000.00,31-10-2024 09:40 ,14
398,+00001.18,+00000.22,+00000.82,+00074.71,+00004.81,+00117.34,+00020.72,+00068.81,+00964.15,+00482.69,+00000.00,+00000.00,31-10-2024 09:50 ,14
399,+00001.08,+00000.23,+00000.81,+00076.01,+00006.27,+00112.88,+00020.62,+00067.67,+00964.00,+00484.88,+00000.00,+00000.00,31-10-2024 10:00 ,14
400,+00001.11,+00000.24,+00000.85,+00076.48,+00006.10,+00106.98,+00020.34,+00067.98,+00964.00,+00454.13,+00000.00,+00000.00,31-10-2024 10:10 ,14
401,+00001.17,+00000.24,+00000.93,+00077.61,+00007.13,+00110.86,+00020.22,+00068.89,+00964.00,+00473.82,+00000.00,+00000.00,31-10-2024 10:20 ,14
402,+00001.18,+00000.27,+00000.97,+00078.41,+00006.64,+00112.90,+00020.44,+00068.06,+00964.00,+00488.03,+00000.00,+00000.00,31-10-2024 10:30 ,14
403,+00001.16,+00000.23,+00001.10,+00078.52,+00007.99,+00118.27,+00020.02,+00069.64,+00964.00,+00306.92,+00000.00,+00000.00,31-10-2024 10:40 ,14
404,+00001.13,+00000.28,+00001.16,+00078.19,+00006.89,+00112.45,+00019.89,+00069.86,+00964.00,+00369.70,+00000.00,+00000.00,31-10-2024 10:50 ,14
405,+00001.15,+00000.30,+00001.35,+00076.16,+00006.04,+00114.56,+00020.05,+00071.75,+00964.00,+00484.14,+00000.00,+00000.00,31-10-2024 11:00 ,14
406,+00001.06,+00000.37,+00001.64,+00076.96,+00006.27,+00115.13,+00020.37,+00070.17,+00964.00,+00534.61,+00000.00,+00000.00,31-10-2024 11:10 ,14
407,+00001.02,+00000.41,+00001.69,+00078.64,+00006.57,+00111.33,+00020.34,+00068.89,+00964.00,+00573.08,+00000.00,+00000.00,31-10-2024 11:20 ,14
408,+00001.17,+00000.39,+00001.77,+00075.81,+00005.68,+00107.23,+00020.32,+00070.08,+00964.00,+00377.90,+00000.00,+00000.00,31-10-2024 11:30 ,14
409,+00001.21,+00000.37,+00002.04,+00076.19,+00005.97,+00111.63,+00019.40,+00075.94,+00964.00,+00360.32,+00000.00,+00000.00,31-10-2024 11:40 ,14
410,+00001.21,+00000.47,+00001.93,+00075.21,+00005.25,+00112.92,+00020.10,+00073.54,+00964.00,+00565.95,+00000.00,+00000.00,31-10-2024 11:50 ,14
411,+00001.20,+00000.42,+00001.81,+00073.19,+00004.94,+00112.70,+00020.20,+00072.49,+00964.00,+00413.65,+00000.00,+00000.00,31-10-2024 12:00 ,14
412,+00001.42,+00000.34,+00001.54,+00072.25,+00004.57,+00117.97,+00018.69,+00084.86,+00964.00,+00385.42,+00000.20,+00000.00,31-10-2024 12:10 ,14
413,+00001.20,+00000.25,+00001.48,+00069.05,+00003.90,+00142.32,+00018.66,+00089.45,+00964.82,+00182.83,+00000.00,+00000.00,31-10-2024 12:20 ,14
414,+00001.15,+00000.14,+00001.48,+00093.11,+00003.85,+00210.64,+00015.00,+00086.08,+00965.00,+00046.57,+00000.00,+00000.00,31-10-2024 12:30 ,14
415,+00001.26,+00000.13,+00001.44,+00094.71,+00004.68,+00250.09,+00014.27,+00092.51,+00965.62,+00028.12,+00000.00,+00000.00,31-10-2024 12:40 ,14
416,+00001.13,+00000.13,+00001.31,+00105.31,+00004.86,+00221.94,+00014.37,+00089.47,+00965.70,+00075.22,+00000.00,+00000.00,31-10-2024 12:50 ,14
417,+00001.10,+00000.13,+00001.27,+00107.99,+00006.90,+00194.24,+00013.81,+00088.59,+00965.98,+00046.29,+00000.00,+00000.00,31-10-2024 13:00 ,14
418,+00001.14,+00000.13,+00001.15,+00108.24,+00006.22,+00194.49,+00013.04,+00094.27,+00965.99,+00049.70,+00000.00,+00000.00,31-10-2024 13:10 ,14
419,+00001.20,+00000.13,+00001.02,+00108.89,+00005.54,+00182.80,+00012.76,+00099.26,+00965.88,+00050.33,+00000.40,+00000.00,31-10-2024 13:20 ,14
420,+00001.05,+00000.12,+00000.84,+00107.17,+00004.26,+00199.11,+00012.63,+00100.00,+00965.86,+00038.14,+00002.20,+00000.00,31-10-2024 13:30 ,14
421,+00001.06,+00000.11,+00001.06,+00107.20,+00004.80,+00194.67,+00012.65,+00100.00,+00965.10,+00029.03,+00001.20,+00000.00,31-10-2024 13:40 ,14
422,+00001.13,+00000.12,+00001.18,+00103.93,+00002.83,+00146.52,+00012.75,+00100.00,+00965.80,+00026.90,+00000.20,+00000.00,31-10-2024 13:50 ,14
423,+00001.27,+00000.13,+00001.35,+00099.11,+00002.44,+00133.50,+00012.69,+00100.00,+00965.71,+00046.17,+00000.60,+00000.00,31-10-2024 14:00 ,14
424,,,,,,,,,,,,,,14
425,+00000.57,+00000.03,+00002.16,+00075.77,+00002.08,+00112.43,+00021.47,+00100.00,+01017.07,+00004.00,+00000.00,+00000.00,31-10-2024 00:10 ,06
426,+00000.56,+00000.04,+00001.44,+00076.76,+00002.15,+00120.26,+00021.44,+00100.00,+01016.94,+00004.00,+00000.00,+00000.00,31-10-2024 00:20 ,06
427,+00000.56,+00000.02,+00000.80,+00079.51,+00002.10,+00110.14,+00021.65,+00100.00,+01016.94,+00004.00,+00000.00,+00000.00,31-10-2024 00:30 ,06
428,+00000.51,+00000.05,+00001.24,+00077.18,+00002.35,+00114.10,+00021.66,+00100.00,+01016.94,+00004.00,+00000.00,+00000.00,31-10-2024 00:40 ,06
429,+00000.52,+00000.05,+00000.67,+00082.31,+00002.67,+00119.93,+00021.95,+00100.00,+01016.94,+00004.00,+00000.00,+00000.00,31-10-2024 00:50 ,06
430,+00000.56,+00000.03,+00000.36,+00082.14,+00003.02,+00121.44,+00022.15,+00100.00,+01016.93,+00004.00,+00000.00,+00000.00,31-10-2024 01:00 ,06
431,+00000.54,+00000.02,+00000.58,+00082.50,+00003.14,+00120.76,+00022.15,+00100.00,+01016.94,+00004.00,+00000.00,+00000.00,31-10-2024 01:10 ,06
432,+00000.64,+00000.05,+00000.92,+00080.53,+00002.88,+00116.71,+00022.07,+00100.00,+01016.89,+00004.00,+00000.00,+00000.00,31-10-2024 01:20 ,06
433,+00000.59,+00000.03,+00000.58,+00082.58,+00002.63,+00116.27,+00021.85,+00100.00,+01016.55,+00004.00,+00000.00,+00000.00,31-10-2024 01:30 ,06
434,+00000.58,+00000.04,+00000.95,+00079.59,+00002.69,+00122.12,+00021.67,+00100.00,+01016.45,+00004.00,+00000.00,+00000.00,31-10-2024 01:40 ,06
435,+00000.67,+00000.02,+00001.01,+00081.99,+00002.70,+00121.04,+00021.66,+00100.00,+01016.32,+00004.00,+00000.00,+00000.00,31-10-2024 01:50 ,06
436,+00000.61,+00000.04,+00000.66,+00080.04,+00002.65,+00120.68,+00021.66,+00100.00,+01016.32,+00004.00,+00000.00,+00000.00,31-10-2024 02:00 ,06
437,+00000.65,+00000.03,+00000.68,+00081.44,+00002.62,+00120.78,+00021.66,+00100.00,+01016.32,+00004.00,+00000.00,+00000.00,31-10-2024 02:10 ,06
438,+00000.64,+00000.04,+00000.60,+00080.42,+00002.68,+00123.33,+00021.66,+00100.00,+01016.32,+00004.00,+00000.00,+00000.00,31-10-2024 02:20 ,06
439,+00000.59,+00000.04,+00000.47,+00082.87,+00002.65,+00121.63,+00021.66,+00100.00,+01016.32,+00004.00,+00000.00,+00000.00,31-10-2024 02:30 ,06
440,+00000.54,+00000.04,+00000.45,+00081.38,+00002.64,+00121.02,+00021.66,+00100.00,+01016.32,+00004.00,+00000.00,+00000.00,31-10-2024 02:40 ,06
441,+00000.36,+00000.03,+00000.52,+00083.12,+00002.60,+00118.82,+00021.66,+00100.00,+01016.32,+00004.00,+00000.00,+00000.00,31-10-2024 02:50 ,06
442,+00000.33,+00000.03,+00000.45,+00081.94,+00002.66,+00121.93,+00021.66,+00100.00,+01016.32,+00004.00,+00000.00,+00000.00,31-10-2024 03:00 ,06
443,+00000.44,+00000.03,+00000.44,+00083.43,+00002.64,+00121.02,+00021.66,+00100.00,+01016.32,+00004.00,+00000.00,+00000.00,31-10-2024 03:10 ,06
444,+00000.44,+00000.00,+00000.39,+00082.81,+00002.66,+00120.99,+00021.66,+00100.00,+01016.32,+00004.00,+00000.00,+00000.00,31-10-2024 03:20 ,06
445,+00000.39,+00000.01,+00000.42,+00083.08,+00002.66,+00121.03,+00021.66,+00100.00,+01016.32,+00004.00,+00000.00,+00000.00,31-10-2024 03:30 ,06
446,+00000.42,+00000.03,+00000.42,+00082.40,+00002.68,+00120.53,+00021.66,+00100.00,+01016.32,+00004.00,+00000.00,+00000.00,31-10-2024 03:40 ,06
447,+00000.44,+00000.05,+00000.42,+00082.81,+00002.78,+00127.96,+00021.66,+00100.00,+01016.32,+00004.00,+00000.00,+00000.00,31-10-2024 03:50 ,06
448,+00000.44,+00000.03,+00000.41,+00081.48,+00002.68,+00124.97,+00021.57,+00100.00,+01016.55,+00004.00,+00000.00,+00000.00,31-10-2024 04:00 ,06
449,+00000.51,+00000.03,+00000.39,+00081.21,+00002.69,+00129.19,+00021.54,+00100.00,+01016.93,+00004.00,+00000.00,+00000.00,31-10-2024 04:10 ,06
450,+00000.52,+00000.05,+00000.37,+00081.22,+00002.78,+00134.38,+00021.53,+00100.00,+01016.94,+00004.00,+00000.00,+00000.00,31-10-2024 04:20 ,06
451,+00000.53,+00000.05,+00001.15,+00080.47,+00002.75,+00130.49,+00021.49,+00100.00,+01016.93,+00004.00,+00000.00,+00000.00,31-10-2024 04:30 ,06
452,+00000.55,+00000.05,+00000.43,+00080.49,+00002.74,+00129.62,+00021.54,+00100.00,+01016.94,+00004.00,+00000.00,+00000.00,31-10-2024 04:40 ,06
453,+00000.57,+00000.02,+00000.52,+00079.96,+00002.70,+00123.33,+00021.54,+00100.00,+01016.94,+00004.00,+00000.00,+00000.00,31-10-2024 04:50 ,06
454,+00000.49,+00000.03,+00000.46,+00082.67,+00002.70,+00119.14,+00021.58,+00100.00,+01016.94,+00004.00,+00000.00,+00000.00,31-10-2024 05:00 ,06
455,+00000.40,+00000.04,+00000.41,+00082.64,+00002.76,+00119.30,+00021.66,+00100.00,+01016.94,+00004.00,+00000.00,+00000.00,31-10-2024 05:10 ,06
456,+00000.33,+00000.04,+00000.68,+00081.39,+00002.79,+00123.22,+00021.59,+00100.00,+01016.94,+00004.00,+00000.00,+00000.00,31-10-2024 05:20 ,06
457,+00000.37,+00000.04,+00001.10,+00079.11,+00002.80,+00127.17,+00021.44,+00100.00,+01017.07,+00004.00,+00000.00,+00000.00,31-10-2024 05:30 ,06
458,+00000.52,+00000.03,+00001.13,+00079.59,+00002.83,+00132.05,+00021.39,+00100.00,+01017.53,+00004.00,+00000.00,+00000.00,31-10-2024 05:40 ,06
459,+00000.54,+00000.03,+00001.16,+00079.85,+00002.86,+00132.95,+00021.36,+00100.00,+01017.54,+00004.00,+00000.00,+00000.00,31-10-2024 05:50 ,06
460,+00000.59,+00000.02,+00001.34,+00080.54,+00002.80,+00124.10,+00021.45,+00100.00,+01017.54,+00005.00,+00000.00,+00000.00,31-10-2024 06:00 ,06
461,+00000.55,+00000.01,+00000.97,+00079.75,+00002.87,+00124.49,+00021.42,+00100.00,+01017.54,+00006.00,+00000.00,+00000.00,31-10-2024 06:10 ,06
462,+00000.63,+00000.03,+00000.69,+00081.64,+00002.96,+00126.04,+00021.43,+00100.00,+01017.54,+00007.00,+00000.00,+00000.00,31-10-2024 06:20 ,06
463,+00000.57,+00000.05,+00000.51,+00081.10,+00002.98,+00121.12,+00021.53,+00100.00,+01017.54,+00012.00,+00000.00,+00000.00,31-10-2024 06:30 ,06
464,+00000.54,+00000.04,+00000.43,+00081.20,+00003.12,+00127.43,+00021.54,+00100.00,+01017.54,+00023.00,+00000.00,+00000.00,31-10-2024 06:40 ,06
465,+00000.44,+00000.05,+00000.90,+00080.47,+00003.09,+00119.69,+00021.54,+00100.00,+01017.54,+00026.00,+00000.00,+00000.00,31-10-2024 06:50 ,06
466,+00000.34,+00000.03,+00000.57,+00082.32,+00003.24,+00119.67,+00021.66,+00100.00,+01017.62,+00054.00,+00000.00,+00000.00,31-10-2024 07:00 ,06
